id,months_on_book,status,dpd,payment_amount
3129,19,Late,53,12424
3130,26,Paid,0,12095
3131,46,Paid,4,1530
3132,56,Paid,21,13577
3133,10,Paid,94,12371
3134,56,Paid,105,11318
3135,43,Paid,116,14911
3136,30,Late,4,11949
3137,40,Paid,7,13248
3138,36,Late,69,1865
3139,55,Paid,62,3507
3140,58,Paid,9,10909
3141,31,Paid,109,7976
3142,8,Paid,61,1551
3143,42,Paid,39,12775
3144,47,Paid,101,9261
3145,13,Paid,104,1272
3146,37,Paid,46,7249
3147,30,Paid,79,1706
3148,57,Late,55,9171
3149,15,Paid,27,1327
3150,57,Late,55,4640
3151,35,Paid,0,1479
3152,3,Paid,109,6508
3153,29,Late,51,5511
3154,24,Paid,81,2396
3155,45,Late,61,5101
3156,23,Paid,102,5244
3157,9,Late,107,7930
3158,2,Late,41,2682
3159,15,Late,46,4301
3160,32,Paid,117,5669
3161,18,Paid,102,8402
3162,55,Paid,36,10335
3163,29,Paid,10,12289
3164,40,Paid,66,7394
3165,3,Paid,28,4950
3166,33,Late,3,2838
3167,58,Paid,94,2738
3168,7,Paid,10,3078
3169,30,Late,29,11054
3170,27,Paid,78,8517
3171,38,Paid,78,12083
3172,29,Paid,57,11444
3173,31,Paid,31,7155
3174,1,Paid,28,10756
3175,41,Paid,112,5887
3176,43,Default,42,7978
3177,27,Paid,91,9605
3178,27,Paid,84,14773
3179,54,Paid,101,13195
3180,29,Paid,38,730
3181,5,Late,10,11895
3182,3,Paid,95,8778
3183,29,Paid,26,13296
3184,41,Paid,23,1288
3185,39,Default,36,6670
3186,52,Late,64,8190
3187,13,Paid,31,14001
3188,33,Late,52,12786
3189,20,Paid,0,5939
3190,3,Paid,108,1166
3191,6,Paid,55,622
3192,43,Paid,33,5043
3193,17,Paid,81,4119
3194,59,Paid,28,8426
3195,47,Paid,5,561
3196,4,Paid,56,2978
3197,33,Late,94,6869
3198,33,Paid,13,8563
3199,6,Paid,74,12085
3200,54,Paid,68,13084
3201,41,Late,61,717
3202,14,Default,85,4000
3203,46,Late,50,578
3204,59,Paid,12,11504
3205,7,Paid,75,1035
3206,6,Paid,104,9094
3207,51,Late,3,10426
3208,3,Paid,37,2019
3209,37,Paid,3,14295
3210,22,Paid,29,8785
3211,38,Paid,53,691
3212,8,Late,64,7335
3213,24,Paid,60,4254
3214,13,Paid,48,7004
3215,13,Default,30,5809
3216,1,Late,112,8685
3217,51,Paid,41,12202
3218,53,Paid,49,4545
3219,41,Paid,22,11182
3220,36,Paid,77,3619
3221,32,Paid,98,13089
3222,5,Paid,80,12328
3223,49,Paid,59,14955
3224,7,Paid,31,7987
3225,50,Late,55,13575
3226,45,Paid,55,6257
3227,32,Paid,99,7056
3228,28,Late,86,14813
3229,33,Paid,33,13934
3230,46,Late,110,6697
3231,14,Paid,101,14760
3232,13,Paid,40,9933
3233,29,Late,38,14971
3234,50,Paid,85,985
3235,40,Paid,41,6663
3236,1,Late,65,10691
3237,47,Paid,19,5684
3238,49,Paid,13,1942
3239,49,Paid,37,8315
3240,27,Late,36,3195
3241,30,Paid,36,2485
3242,34,Paid,115,5135
3243,46,Paid,11,5535
3244,1,Paid,91,4611
3245,34,Paid,55,3006
3246,59,Late,7,2532
3247,7,Late,92,13107
3248,1,Paid,20,7617
3249,42,Late,38,11160
3250,18,Paid,47,1647
3251,35,Paid,17,3092
3252,50,Paid,111,7163
3253,19,Paid,62,7388
3254,13,Paid,82,10517
3255,23,Paid,73,13440
3256,2,Late,8,12766
3257,3,Paid,86,11523
3258,22,Default,29,4375
3259,36,Paid,85,7002
3260,49,Late,58,2248
3261,8,Paid,54,6468
3262,23,Paid,92,5146
3263,8,Late,69,3690
3264,57,Paid,49,9128
3265,25,Paid,60,13573
3266,35,Default,34,10268
3267,47,Paid,13,2012
3268,11,Paid,68,12894
3269,41,Paid,45,10455
3270,43,Paid,81,3607
3271,6,Paid,34,1002
3272,42,Paid,93,7928
3273,42,Paid,70,13839
3274,50,Paid,97,9636
3275,45,Late,101,10936
3276,17,Paid,41,823
3277,36,Paid,52,2452
3278,57,Paid,18,5164
3279,18,Paid,44,7847
3280,33,Paid,119,2870
3281,18,Late,53,3003
3282,7,Paid,63,3082
3283,29,Paid,74,8974
3284,5,Paid,40,917
3285,16,Late,16,13548
3286,31,Paid,10,4788
3287,5,Paid,108,13799
3288,10,Late,91,5116
3289,29,Paid,2,11103
3290,29,Late,9,6374
3291,16,Paid,23,1036
3292,4,Late,96,10817
3293,1,Paid,55,8069
3294,8,Default,25,1514
3295,28,Late,68,13253
3296,1,Paid,23,4836
3297,58,Paid,43,782
3298,28,Late,25,8188
3299,3,Paid,70,5311
3300,50,Late,75,10411
3301,2,Paid,56,7782
3302,25,Paid,102,2594
3303,57,Paid,107,7493
3304,37,Late,35,13476
3305,11,Paid,16,10369
3306,46,Paid,79,14909
3307,18,Paid,94,10311
3308,42,Paid,17,13577
3309,39,Paid,95,9390
3310,40,Paid,65,10531
3311,57,Paid,112,11097
3312,20,Paid,9,10168
3313,17,Paid,111,14865
3314,7,Paid,60,3572
3315,55,Paid,38,4794
3316,48,Paid,13,7008
3317,17,Paid,115,10744
3318,4,Paid,46,9287
3319,36,Late,9,10597
3320,30,Paid,54,7091
3321,1,Default,91,8527
3322,55,Paid,23,6666
3323,35,Paid,117,6267
3324,12,Paid,39,14242
3325,17,Late,62,7875
3326,16,Late,33,668
3327,28,Paid,48,1443
3328,32,Paid,62,7481
3329,46,Paid,104,3006
3330,55,Late,8,3904
3331,35,Paid,46,4516
3332,19,Paid,92,1909
3333,29,Paid,44,10034
3334,29,Paid,104,8576
3335,51,Paid,35,9414
3336,16,Paid,8,2452
3337,4,Paid,104,12504
3338,21,Paid,110,4970
3339,49,Late,10,9996
3340,51,Paid,84,11619
3341,44,Paid,76,5593
3342,1,Paid,112,14049
3343,19,Paid,23,13403
3344,51,Late,0,14661
3345,52,Paid,98,13296
3346,44,Paid,98,6160
3347,26,Late,60,11288
3348,12,Paid,84,736
3349,17,Late,110,9372
3350,37,Paid,68,9058
3351,28,Paid,20,11488
3352,36,Paid,3,3146
3353,29,Late,96,1526
3354,5,Paid,99,6833
3355,38,Paid,57,3333
3356,3,Paid,71,11052
3357,15,Paid,92,11687
3358,3,Paid,116,7228
3359,13,Paid,6,12323
3360,5,Paid,0,2567
3361,21,Paid,68,1483
3362,41,Paid,76,2756
3363,23,Paid,63,4704
3364,47,Paid,89,11647
3365,22,Paid,75,4722
3366,34,Late,7,2489
3367,41,Paid,116,8273
3368,26,Default,59,2617
3369,47,Paid,112,13731
3370,31,Paid,33,10785
3371,35,Paid,85,6266
3372,7,Paid,113,13837
3373,40,Paid,8,13612
3374,45,Paid,72,7436
3375,57,Paid,44,2742
3376,32,Paid,81,7362
3377,53,Paid,16,12911
3378,22,Paid,6,12442
3379,47,Late,102,1079
3380,6,Paid,50,10656
3381,21,Paid,97,10857
3382,45,Paid,15,9011
3383,39,Late,56,14536
3384,49,Paid,91,10537
3385,47,Default,24,5329
3386,37,Paid,21,5818
3387,27,Paid,54,14208
3388,10,Paid,33,9893
3389,22,Paid,14,7710
3390,44,Paid,15,10874
3391,51,Paid,15,12234
3392,18,Paid,37,14495
3393,4,Paid,85,10163
3394,45,Late,92,3069
3395,35,Paid,31,9793
3396,38,Paid,42,11448
3397,38,Paid,87,11953
3398,36,Paid,104,3462
3399,4,Paid,49,8724
3400,45,Late,86,6961
3401,10,Paid,56,1640
3402,32,Paid,37,8118
3403,10,Paid,22,12666
3404,43,Paid,88,10257
3405,45,Paid,89,14959
3406,10,Default,35,7502
3407,11,Paid,49,5143
3408,50,Paid,97,11609
3409,39,Paid,12,4969
3410,9,Late,96,13502
3411,13,Paid,104,11358
3412,57,Late,109,5207
3413,42,Paid,3,6787
3414,18,Paid,116,1092
3415,47,Paid,35,6662
3416,57,Paid,62,2710
3417,37,Paid,83,5913
3418,47,Paid,92,5805
3419,11,Late,78,10802
3420,28,Paid,53,8867
3421,6,Late,78,12512
3422,33,Paid,76,13109
3423,14,Paid,59,14682
3424,47,Paid,13,6834
3425,29,Paid,59,4430
3426,39,Paid,59,11438
3427,15,Late,21,7718
3428,48,Paid,64,10676
3429,56,Paid,64,1333
3430,5,Paid,30,9832
3431,22,Paid,118,2404
3432,52,Paid,96,834
3433,31,Paid,110,13161
3434,19,Paid,64,14830
3435,51,Paid,101,13215
3436,18,Paid,87,4715
3437,58,Paid,102,4147
3438,6,Paid,21,9678
3439,9,Paid,86,13892
3440,30,Late,65,11035
3441,31,Late,85,5166
3442,35,Late,72,11878
3443,17,Paid,3,10057
3444,42,Paid,113,8450
3445,16,Paid,88,4843
3446,33,Paid,78,5984
3447,4,Paid,87,12040
3448,31,Paid,103,12878
3449,33,Paid,6,14595
3450,58,Paid,71,546
3451,50,Paid,26,5825
3452,52,Late,90,4919
3453,36,Late,44,9575
3454,11,Paid,98,14667
3455,56,Paid,60,1088
3456,4,Paid,101,7928
3457,51,Paid,93,1627
3458,36,Paid,38,2157
3459,5,Paid,92,7520
3460,21,Paid,4,984
3461,13,Paid,81,4795
3462,4,Paid,78,7467
3463,42,Paid,89,1818
3464,50,Paid,54,12102
3465,35,Paid,1,11005
3466,26,Late,94,3014
3467,26,Paid,24,11497
3468,19,Late,88,3649
3469,37,Paid,31,7543
3470,11,Paid,57,9442
3471,2,Paid,21,6776
3472,31,Paid,51,3423
3473,18,Paid,73,6905
3474,11,Late,60,13615
3475,44,Paid,99,8155
3476,16,Paid,75,9561
3477,58,Paid,20,12888
3478,2,Paid,61,4188
3479,59,Paid,14,9642
3480,54,Paid,10,9325
3481,32,Paid,45,6086
3482,56,Late,70,2013
3483,58,Paid,87,5317
3484,48,Paid,29,8946
3485,48,Paid,13,8456
3486,22,Paid,39,1880
3487,36,Paid,109,9903
3488,8,Paid,118,12062
3489,36,Late,69,13225
3490,43,Default,49,3012
3491,25,Paid,45,6290
3492,40,Paid,71,5320
3493,44,Paid,35,12266
3494,31,Late,55,12350
3495,4,Paid,11,13744
3496,39,Paid,68,13379
3497,45,Paid,76,14908
3498,43,Paid,18,6758
3499,10,Paid,21,13914
3500,27,Paid,11,10250
3501,41,Late,31,1319
3502,38,Paid,113,758
3503,17,Paid,37,12345
3504,45,Late,60,8839
3505,38,Paid,37,3778
3506,56,Default,80,4193
3507,25,Paid,89,10769
3508,17,Paid,79,11155
3509,13,Paid,11,8427
3510,21,Late,100,11321
3511,15,Paid,45,1411
3512,48,Paid,79,3600
3513,53,Paid,68,8969
3514,24,Late,71,14491
3515,7,Paid,70,9615
3516,53,Paid,90,6082
3517,45,Paid,25,5704
3518,38,Paid,76,13691
3519,40,Paid,98,14900
3520,22,Late,45,14993
3521,42,Paid,16,2477
3522,53,Paid,6,9973
3523,10,Paid,72,4107
3524,33,Late,105,14244
3525,12,Late,73,6072
3526,8,Paid,63,1279
3527,40,Paid,118,2808
3528,22,Late,108,14549
3529,39,Late,41,3073
3530,39,Paid,118,12991
3531,47,Paid,101,8434
3532,44,Paid,52,12558
3533,16,Late,13,11317
3534,59,Paid,36,3748
3535,48,Late,12,8663
3536,34,Paid,71,11296
3537,46,Paid,104,14262
3538,16,Paid,51,6957
3539,14,Paid,73,3927
3540,6,Paid,32,3164
3541,55,Late,100,11357
3542,56,Late,19,4393
3543,50,Paid,67,12432
3544,10,Paid,0,2528
3545,24,Paid,114,6476
3546,27,Paid,82,10980
3547,47,Paid,87,1006
3548,50,Late,60,2551
3549,9,Late,53,6269
3550,48,Paid,117,5663
3551,16,Default,110,6340
3552,2,Paid,74,1460
3553,31,Late,85,3446
3554,47,Paid,119,561
3555,19,Paid,36,14809
3556,56,Paid,66,9041
3557,11,Late,80,504
3558,22,Paid,111,2591
3559,29,Paid,39,7038
3560,57,Paid,19,6120
3561,31,Late,34,5692
3562,8,Paid,107,12962
3563,10,Paid,39,513
3564,6,Paid,78,13830
3565,31,Paid,74,6144
3566,51,Paid,12,4467
3567,35,Paid,89,8200
3568,50,Paid,22,7602
3569,40,Late,103,12570
3570,58,Paid,12,13365
3571,29,Paid,47,11537
3572,21,Paid,49,7818
3573,41,Paid,79,2739
3574,5,Paid,108,14478
3575,5,Paid,77,4212
3576,24,Late,103,13114
3577,15,Paid,51,11701
3578,56,Late,97,9298
3579,28,Paid,115,2918
3580,34,Late,103,13456
3581,56,Paid,92,3457
3582,13,Paid,91,2351
3583,55,Paid,26,1438
3584,44,Paid,37,6648
3585,32,Paid,76,3006
3586,22,Paid,66,12641
3587,29,Paid,102,5084
3588,3,Paid,101,1556
3589,5,Default,68,11856
3590,50,Paid,58,3385
3591,11,Paid,79,13818
3592,48,Paid,30,2301
3593,41,Paid,85,5868
3594,53,Paid,2,2503
3595,56,Late,68,5692
3596,53,Late,66,8407
3597,26,Paid,78,6625
3598,9,Paid,97,7801
3599,44,Default,14,10794
3600,11,Late,26,2932
3601,1,Paid,76,6910
3602,38,Late,97,3934
3603,45,Paid,17,14212
3604,56,Paid,9,2348
3605,28,Paid,31,6895
3606,23,Paid,67,4250
3607,31,Paid,65,12419
3608,2,Paid,29,9256
3609,18,Late,51,4686
3610,16,Paid,94,12252
3611,59,Paid,56,9464
3612,42,Paid,45,9049
3613,17,Paid,2,6907
3614,48,Late,62,4028
3615,17,Paid,43,10669
3616,47,Paid,68,9600
3617,35,Paid,97,9718
3618,31,Paid,77,1550
3619,35,Paid,54,12837
3620,59,Late,57,10584
3621,24,Paid,61,9001
3622,41,Late,100,1392
3623,37,Default,6,9259
3624,49,Default,78,14983
3625,30,Paid,18,14720
3626,18,Late,117,1127
3627,27,Paid,18,10349
3628,16,Paid,80,12747
3629,20,Late,47,10277
3630,41,Paid,103,12893
3631,47,Paid,76,11595
3632,28,Paid,56,1863
3633,21,Paid,20,2830
3634,41,Paid,106,6661
3635,45,Paid,0,12175
3636,33,Default,81,4567
3637,48,Paid,23,12116
3638,9,Late,29,11181
3639,24,Paid,61,12402
3640,13,Default,70,14867
3641,30,Paid,26,14330
3642,46,Paid,51,8066
3643,43,Paid,26,12609
3644,33,Default,66,1942
3645,55,Late,115,6823
3646,46,Paid,116,13542
3647,53,Late,79,3611
3648,58,Paid,3,9938
3649,24,Late,44,14694
3650,20,Paid,56,4586
3651,50,Paid,0,12325
3652,1,Paid,96,9554
3653,23,Late,43,5709
3654,33,Paid,108,12001
3655,57,Paid,89,12985
3656,17,Paid,102,14054
3657,54,Paid,66,10126
3658,2,Paid,3,11667
3659,31,Late,32,13999
3660,59,Paid,49,1122
3661,31,Default,4,12561
3662,54,Paid,92,6539
3663,54,Paid,51,6219
3664,16,Paid,10,12489
3665,37,Paid,2,7622
3666,37,Default,17,12748
3667,56,Paid,29,3064
3668,7,Paid,80,887
3669,53,Default,45,976
3670,36,Late,93,8828
3671,1,Default,93,2154
3672,30,Paid,96,7206
3673,18,Paid,16,11225
3674,42,Paid,38,1435
3675,39,Paid,79,8744
3676,26,Paid,32,3771
3677,11,Late,110,13758
3678,1,Default,65,6613
3679,57,Default,65,4321
3680,38,Paid,87,3411
3681,5,Paid,4,13203
3682,22,Paid,35,8440
3683,13,Paid,2,8211
3684,17,Paid,103,14968
3685,50,Paid,31,11219
3686,7,Paid,13,2233
3687,38,Late,37,2522
3688,7,Late,118,8844
3689,12,Late,106,2913
3690,38,Paid,4,577
3691,23,Default,100,5219
3692,48,Late,45,14908
3693,55,Paid,89,14351
3694,54,Paid,55,997
3695,8,Paid,80,1099
3696,15,Late,59,9394
3697,30,Paid,82,6588
3698,55,Paid,74,535
3699,9,Paid,6,5850
3700,45,Late,12,11608
3701,21,Paid,114,9444
3702,44,Paid,24,989
3703,14,Paid,113,14635
3704,8,Paid,111,13366
3705,47,Late,11,1818
3706,56,Paid,30,9624
3707,56,Paid,91,7709
3708,36,Paid,14,6295
3709,9,Paid,96,7477
3710,26,Late,10,13316
3711,20,Paid,102,8166
3712,38,Paid,31,5161
3713,59,Paid,79,6748
3714,6,Paid,8,12940
3715,34,Default,51,1928
3716,23,Default,40,10758
3717,39,Paid,11,7056
3718,33,Paid,82,12662
3719,21,Paid,77,10714
3720,41,Paid,11,14655
3721,26,Paid,63,10794
3722,5,Paid,87,5798
3723,58,Paid,72,6477
3724,55,Paid,84,1306
3725,9,Paid,11,14998
3726,45,Paid,108,824
3727,33,Paid,36,2671
3728,25,Default,4,3569
3729,52,Paid,8,2031
3730,47,Paid,56,13582
3731,17,Paid,114,9358
3732,40,Paid,19,12016
3733,47,Paid,69,9472
3734,19,Paid,103,12651
3735,11,Paid,113,778
3736,8,Paid,12,4148
3737,6,Late,79,11365
3738,6,Paid,83,5839
3739,8,Paid,4,3817
3740,57,Paid,117,3138
3741,24,Paid,42,1499
3742,55,Paid,80,7736
3743,19,Paid,53,12506
3744,52,Paid,61,4429
3745,41,Paid,9,994
3746,27,Paid,29,6330
3747,20,Late,6,11478
3748,24,Paid,56,5476
3749,38,Paid,10,6281
3750,5,Default,71,10472
3751,16,Paid,50,13756
3752,39,Late,63,4975
3753,33,Default,100,6644
3754,10,Late,30,11906
3755,51,Paid,111,5713
3756,5,Paid,0,566
3757,52,Paid,88,9145
3758,19,Paid,57,5586
3759,51,Paid,91,5624
3760,41,Paid,86,3255
3761,21,Paid,50,13483
3762,3,Late,92,1854
3763,59,Paid,21,8753
3764,53,Late,73,1438
3765,28,Late,45,14977
3766,41,Paid,16,9060
3767,19,Paid,12,8044
3768,16,Paid,79,8103
3769,53,Late,114,4110
3770,2,Late,75,13520
3771,8,Paid,111,7719
3772,46,Paid,112,9459
3773,38,Late,78,11996
3774,12,Late,38,12788
3775,24,Paid,18,12577
3776,1,Paid,84,14200
3777,18,Late,60,3377
3778,23,Paid,95,11563
3779,39,Paid,4,2739
3780,27,Paid,56,3163
3781,57,Paid,46,600
3782,44,Paid,78,11989
3783,44,Default,31,4975
3784,6,Late,0,1333
3785,28,Paid,78,14315
3786,23,Paid,34,11168
3787,52,Late,83,7014
3788,34,Paid,30,9647
3789,25,Paid,19,8709
3790,11,Paid,46,8194
3791,48,Paid,23,11425
3792,1,Paid,39,14321
3793,38,Paid,115,2580
3794,10,Paid,73,13031
3795,9,Paid,77,14078
3796,26,Paid,98,5328
3797,10,Late,63,3088
3798,18,Paid,92,8628
3799,50,Late,72,10257
3800,9,Paid,119,6494
3801,45,Paid,115,6440
3802,26,Late,9,1085
3803,42,Paid,116,9465
3804,9,Paid,60,8480
3805,36,Paid,1,1074
3806,15,Paid,22,1652
3807,24,Paid,81,3068
3808,40,Paid,64,5413
3809,59,Paid,57,14503
3810,2,Paid,10,13098
3811,4,Paid,100,6110
3812,38,Paid,119,1900
3813,31,Late,35,11523
3814,20,Paid,96,14838
3815,39,Late,62,2461
3816,45,Paid,35,10229
3817,26,Late,56,7099
3818,5,Paid,87,3153
3819,4,Paid,88,10476
3820,22,Paid,22,5253
3821,6,Paid,53,1328
3822,37,Paid,62,14326
3823,54,Paid,85,3065
3824,31,Paid,32,7648
3825,5,Paid,46,9318
3826,7,Paid,18,8289
3827,5,Late,33,9705
3828,4,Late,22,5376
3829,27,Default,109,3074
3830,9,Paid,89,7241
3831,37,Paid,85,4678
3832,54,Paid,66,13727
3833,2,Paid,3,12667
3834,49,Paid,96,6849
3835,19,Paid,74,11338
3836,39,Paid,83,13836
3837,17,Late,113,8852
3838,17,Paid,95,6452
3839,48,Paid,52,4484
3840,40,Paid,111,6085
3841,51,Paid,14,11303
3842,50,Paid,88,7116
3843,24,Paid,16,6182
3844,13,Late,21,14962
3845,28,Paid,33,2095
3846,58,Paid,32,5547
3847,46,Paid,24,5393
3848,50,Paid,13,11964
3849,45,Paid,109,7756
3850,42,Late,49,5141
3851,14,Paid,29,11547
3852,23,Paid,85,6142
3853,23,Paid,21,3778
3854,10,Paid,82,6118
3855,38,Paid,101,1808
3856,49,Paid,3,3281
3857,17,Late,71,7166
3858,27,Paid,44,884
3859,11,Paid,115,6084
3860,19,Paid,102,5566
3861,45,Paid,73,11152
3862,44,Paid,113,10721
3863,44,Default,27,8383
3864,27,Paid,53,5329
3865,36,Paid,57,3118
3866,57,Paid,84,10207
3867,16,Paid,64,5250
3868,23,Default,36,3260
3869,33,Paid,53,13394
3870,52,Late,97,12847
3871,22,Late,10,14082
3872,14,Paid,15,11797
3873,13,Late,102,3249
3874,22,Paid,77,12803
3875,7,Paid,64,5908
3876,57,Paid,94,14416
3877,38,Late,43,9715
3878,1,Paid,42,13267
3879,51,Late,112,8723
3880,33,Paid,75,11139
3881,22,Paid,26,5698
3882,23,Paid,80,10440
3883,15,Paid,113,1039
3884,44,Late,79,13953
3885,15,Default,0,3437
3886,31,Late,118,5384
3887,28,Paid,29,9931
3888,3,Late,63,13164
3889,42,Paid,36,8278
3890,25,Paid,22,5593
3891,33,Paid,26,7482
3892,33,Paid,100,13970
3893,23,Paid,79,8713
3894,28,Paid,87,4620
3895,53,Paid,27,10273
3896,16,Paid,29,1565
3897,37,Paid,89,14711
3898,5,Paid,87,3092
3899,43,Late,94,3054
3900,11,Paid,88,14423
3901,12,Default,50,845
3902,21,Paid,1,10665
3903,18,Paid,70,14736
3904,14,Late,111,5410
3905,33,Paid,86,966
3906,21,Late,92,11237
3907,26,Default,34,3883
3908,25,Paid,93,652
3909,40,Paid,28,7981
3910,25,Paid,30,12989
3911,35,Late,113,13347
3912,50,Paid,41,12582
3913,53,Late,65,4702
3914,55,Paid,50,7869
3915,20,Paid,78,3011
3916,2,Paid,15,11650
3917,41,Paid,7,2916
3918,54,Paid,60,5537
3919,51,Paid,91,6747
3920,12,Late,39,6441
3921,32,Paid,80,10292
3922,43,Paid,56,7089
3923,33,Paid,116,12217
3924,48,Late,77,9511
3925,31,Late,84,5614
3926,33,Paid,49,8838
3927,56,Paid,26,11678
3928,59,Paid,84,13305
3929,20,Paid,31,12134
3930,41,Paid,79,5047
3931,37,Default,27,2173
3932,37,Paid,101,5227
3933,40,Late,118,670
3934,55,Paid,28,13354
3935,56,Paid,48,9072
3936,14,Paid,114,3178
3937,36,Paid,35,3817
3938,12,Default,118,1243
3939,26,Paid,23,10364
3940,34,Paid,84,5428
3941,6,Paid,38,9382
3942,46,Paid,49,8114
3943,13,Paid,7,6315
3944,55,Late,91,9412
3945,22,Default,81,4828
3946,35,Paid,82,7631
3947,19,Paid,18,7026
3948,37,Late,37,9572
3949,23,Paid,43,1057
3950,50,Paid,25,6403
3951,32,Late,69,13889
3952,44,Paid,109,12217
3953,11,Late,48,3106
3954,4,Default,25,5039
3955,12,Paid,91,1068
3956,56,Paid,107,10802
3957,51,Paid,31,5905
3958,39,Default,33,8416
3959,30,Paid,44,5069
3960,10,Paid,36,14919
3961,51,Paid,88,4600
3962,24,Late,85,6274
3963,23,Paid,94,8557
3964,1,Paid,5,8466
3965,48,Paid,30,12677
3966,4,Paid,64,11328
3967,55,Late,103,5022
3968,28,Paid,8,4606
3969,44,Paid,75,9585
3970,45,Paid,20,2527
3971,53,Paid,105,2291
3972,3,Paid,66,2598
3973,48,Paid,41,1919
3974,2,Paid,45,2920
3975,41,Paid,4,13227
3976,58,Paid,36,9670
3977,6,Late,76,6022
3978,42,Paid,28,10612
3979,17,Paid,91,10369
3980,37,Paid,48,3908
3981,44,Paid,24,6234
3982,23,Paid,9,6124
3983,40,Paid,97,921
3984,21,Paid,14,7624
3985,44,Paid,29,8871
3986,31,Paid,76,10122
3987,12,Default,100,14929
3988,29,Paid,58,3124
3989,42,Paid,112,14841
3990,13,Late,54,11970
3991,26,Paid,54,11652
3992,33,Paid,68,1943
3993,34,Paid,13,1329
3994,20,Paid,73,11438
3995,47,Paid,110,7093
3996,10,Paid,97,13795
3997,1,Paid,94,13992
3998,52,Paid,55,4064
3999,29,Late,114,2302
4000,54,Paid,60,13406
4001,22,Paid,4,3171
4002,50,Paid,5,2685
4003,1,Paid,12,4599
4004,44,Late,117,11654
4005,8,Paid,39,8489
4006,57,Paid,58,6554
4007,9,Late,12,965
4008,23,Default,45,8691
4009,20,Paid,111,13151
4010,34,Late,96,5169
4011,16,Paid,100,7696
4012,55,Late,22,11970
4013,22,Default,20,11679
4014,46,Paid,71,10227
4015,23,Paid,33,12564
4016,1,Paid,52,11165
4017,14,Late,94,8062
4018,52,Paid,30,8391
4019,49,Paid,83,8142
4020,23,Paid,98,14057
4021,38,Paid,65,10086
4022,58,Paid,87,10882
4023,40,Late,74,7286
4024,50,Paid,67,10691
4025,8,Paid,25,5647
4026,32,Paid,13,3687
4027,40,Paid,109,6056
4028,2,Late,105,1251
4029,48,Paid,83,11421
4030,13,Late,99,12802
4031,59,Paid,24,14875
4032,27,Paid,102,10189
4033,46,Paid,73,12821
4034,7,Paid,98,7191
4035,3,Paid,63,2830
4036,21,Paid,68,9089
4037,8,Paid,67,13029
4038,1,Default,112,12918
4039,17,Paid,19,10870
4040,26,Paid,86,4170
4041,29,Paid,42,12472
4042,8,Paid,4,13621
4043,38,Late,92,2735
4044,51,Late,107,9113
4045,43,Late,92,11888
4046,8,Paid,109,2165
4047,8,Paid,31,2662
4048,25,Paid,85,5058
4049,42,Paid,44,6453
4050,42,Late,42,4695
4051,54,Paid,117,10191
4052,55,Late,107,9409
4053,45,Paid,70,12543
4054,27,Paid,96,3601
4055,22,Paid,21,10710
4056,3,Paid,40,1403
4057,57,Paid,57,11347
4058,49,Paid,58,1265
4059,53,Default,27,2311
4060,54,Late,84,10982
4061,47,Paid,54,4674
4062,38,Paid,50,8882
4063,49,Paid,35,5441
4064,24,Paid,67,12429
4065,33,Paid,42,4492
4066,35,Late,5,1324
4067,40,Paid,82,14534
4068,29,Default,50,5423
4069,8,Paid,52,10247
4070,11,Late,10,14314
4071,16,Paid,49,4710
4072,59,Paid,16,3853
4073,33,Paid,45,7660
4074,11,Paid,81,3027
4075,29,Paid,45,4362
4076,49,Paid,76,11699
4077,45,Paid,40,6145
4078,24,Paid,50,14921
4079,2,Paid,10,1233
4080,5,Paid,50,8271
4081,24,Late,26,13681
4082,53,Paid,48,3097
4083,44,Paid,15,1708
4084,47,Paid,49,2065
4085,7,Paid,14,4326
4086,31,Paid,53,11638
4087,30,Paid,13,9451
4088,6,Paid,78,11990
4089,5,Late,81,12727
4090,15,Paid,75,6186
4091,27,Late,25,5594
4092,35,Late,105,5973
4093,54,Late,39,3680
4094,9,Late,117,11454
4095,23,Late,17,7221
4096,58,Late,25,8616
4097,17,Paid,117,8337
4098,53,Paid,109,11203
4099,23,Paid,17,7081
4100,46,Late,0,10643
4101,39,Paid,15,12482
4102,47,Late,100,3914
4103,29,Paid,20,8610
4104,59,Late,71,10080
4105,39,Late,115,8004
4106,45,Paid,65,6341
4107,46,Default,118,4243
4108,54,Paid,82,14851
4109,11,Paid,92,6452
4110,50,Default,93,641
4111,13,Paid,2,8757
4112,12,Paid,7,13497
4113,2,Paid,98,7629
4114,42,Late,17,6570
4115,54,Late,89,5151
4116,11,Late,24,538
4117,48,Paid,71,5022
4118,49,Late,17,4114
4119,14,Paid,23,8755
4120,22,Paid,68,14828
4121,21,Paid,25,13896
4122,45,Paid,73,14471
4123,49,Paid,10,9973
4124,37,Paid,3,798
4125,36,Paid,9,12531
4126,25,Paid,100,6171
4127,43,Paid,11,14893
4128,49,Late,73,13639
4129,58,Paid,11,6729
4130,3,Paid,4,3059
4131,2,Late,106,14958
4132,27,Late,90,12231
4133,33,Paid,96,9823
4134,18,Paid,95,8426
4135,48,Late,4,9938
4136,11,Paid,22,9610
4137,7,Late,55,1933
4138,37,Paid,87,1246
4139,50,Paid,45,3816
4140,36,Paid,1,4817
4141,27,Paid,93,9020
4142,22,Paid,73,14234
4143,31,Late,0,5277
4144,40,Paid,12,8936
4145,54,Paid,59,7187
4146,6,Paid,35,12703
4147,54,Paid,61,10523
4148,53,Paid,62,4594
