id,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd
2856,2,0,129192,208308,39
2857,7,1,498541,377411,44
2858,9,3,172090,113695,82
2859,8,2,288727,237267,73
2860,0,1,386024,284021,0
2861,5,2,247377,96758,26
2862,9,1,218021,247356,21
2863,7,3,300905,187741,27
2864,1,3,35268,133861,47
2865,3,0,444739,305888,34
2866,0,3,92714,372709,2
2867,3,1,235662,253972,37
2868,1,3,461069,301563,89
2869,2,3,495126,134243,43
2870,3,3,390887,276089,4
2871,2,2,321481,259277,73
2872,5,2,421479,112950,6
2873,6,3,49763,382500,88
2874,6,1,91868,193511,41
2875,0,3,223896,15456,56
2876,4,1,327066,72371,84
2877,2,3,77973,279841,28
2878,0,2,151480,18744,80
2879,0,1,299706,281652,62
2880,1,0,374697,296739,35
2881,9,2,343159,313972,39
2882,7,2,161243,279223,20
2883,3,3,498460,87311,52
2884,9,0,11831,37546,15
2885,2,1,365258,192745,45
2886,7,0,23745,297372,8
2887,1,3,200405,102058,2
2888,8,2,196636,367218,22
2889,3,0,457378,191986,12
2890,8,1,108878,337649,37
2891,0,1,398372,199171,33
2892,4,2,426095,320882,25
2893,9,3,219222,313568,31
2894,6,2,232499,170372,19
2895,3,0,422179,153512,45
2896,4,3,38957,377243,54
2897,8,1,215702,157302,8
2898,5,3,143766,291310,50
2899,5,3,228133,362923,56
2900,1,0,58752,56170,79
2901,0,2,497063,237563,44
2902,3,0,456659,330595,37
2903,9,1,231515,205802,67
2904,2,2,478690,279940,11
2905,6,3,322185,316411,89
2906,6,0,60016,168931,9
2907,5,3,182173,127729,79
2908,4,0,232481,136612,64
2909,2,1,478511,182593,11
2910,3,1,263695,324421,51
2911,4,0,292011,60097,50
2912,3,1,252193,73356,85
2913,2,3,284140,153626,63
2914,1,2,384472,28305,56
2915,4,0,61440,91464,18
2916,1,3,45446,114693,29
2917,1,0,133511,42437,84
2918,1,2,412936,3291,81
2919,1,1,79458,45899,23
2920,7,2,273521,144767,25
2921,6,2,95329,205190,35
2922,8,0,493863,368638,55
2923,2,2,340186,85020,79
2924,0,1,115344,301073,57
2925,5,0,252530,78415,31
2926,8,1,281026,94040,1
2927,0,2,234291,49289,72
2928,0,2,453064,104252,81
2929,3,1,160893,225409,48
2930,9,0,379932,2350,45
2931,0,2,18181,376192,82
2932,8,3,333083,247132,54
2933,5,2,459320,368146,11
2934,4,2,247166,346553,76
2935,4,3,191336,45597,62
2936,1,0,115975,190889,34
2937,2,0,138152,27223,73
2938,6,2,132377,182246,21
2939,3,3,80176,22607,9
2940,5,0,441880,260008,49
2941,7,3,17151,46377,34
2942,0,3,291988,317940,15
2943,5,3,162424,388563,35
2944,0,3,371890,281907,60
2945,7,1,406520,47752,74
2946,3,2,320208,74002,16
2947,4,1,452991,253783,88
2948,9,3,436085,16201,0
2949,1,0,276680,128746,11
2950,2,0,413470,163632,2
2951,6,1,147375,219755,72
2952,6,3,478761,383043,82
2953,7,3,356779,282119,18
2954,2,0,462649,62184,83
2955,1,2,66804,103284,74
2956,1,1,398421,313601,87
2957,5,1,400125,237748,21
2958,1,2,14172,41597,0
2959,3,3,112754,261951,52
2960,8,0,197618,298610,43
2961,9,1,187868,151296,9
2962,2,1,118755,335670,74
2963,0,3,80487,58516,7
2964,1,2,49445,10891,16
2965,9,0,185263,327245,69
2966,9,3,470291,364937,6
2967,6,1,41444,53325,62
2968,8,0,434952,116352,36
2969,8,3,377185,150954,67
2970,3,1,389783,43995,63
2971,7,0,201049,78754,6
2972,0,3,393960,17504,15
2973,5,1,237435,149536,88
2974,7,0,367801,95314,13
2975,1,0,473713,297348,35
2976,7,1,424882,369660,72
2977,3,0,126686,64048,10
2978,1,0,317303,365052,0
2979,3,2,140099,274326,8
2980,7,2,176140,262535,24
2981,3,2,172828,97149,14
2982,7,3,135398,221457,57
2983,6,3,170457,70177,23
2984,4,2,357404,286025,71
2985,7,0,23502,175029,70
2986,1,1,400584,398039,45
2987,2,3,469474,244496,17
2988,3,1,236867,68480,66
2989,9,2,408329,131272,62
2990,4,1,425606,294990,23
2991,4,1,18473,100313,83
2992,0,0,258752,64301,30
2993,0,0,305391,72981,89
2994,0,1,480593,292887,37
2995,4,0,252635,327377,42
2996,1,2,472631,227596,7
2997,2,2,371564,301053,71
2998,7,1,337568,336695,4
2999,9,3,235595,380526,79
3000,7,1,159783,114996,26
3001,9,3,430465,39897,62
3002,1,3,462516,275161,64
3003,7,3,304099,25592,62
3004,8,2,389679,3443,4
3005,9,1,478740,266291,66
3006,9,3,412812,9424,51
3007,5,1,375926,243683,80
3008,0,0,55246,308969,82
3009,2,0,263953,296007,3
3010,4,3,33122,156921,76
3011,2,2,406082,130846,50
3012,2,2,115114,156395,42
3013,8,3,196382,387423,54
3014,4,2,299583,194869,89
3015,7,2,181783,359989,40
3016,6,3,443579,273356,30
3017,3,2,253474,179524,34
3018,2,0,274710,324058,79
3019,2,1,25157,96009,56
3020,1,3,194189,158871,23
3021,4,2,241521,377446,52
3022,1,2,47086,139949,29
3023,1,3,337055,245074,80
3024,3,0,392826,230067,76
3025,5,0,376286,232319,6
3026,5,0,11276,298004,8
3027,7,0,109533,334178,20
3028,5,1,280036,314180,29
3029,5,3,104508,316821,21
3030,3,1,346662,337547,46
3031,4,0,228266,297545,61
3032,6,0,137601,44935,30
3033,9,3,292329,146823,3
3034,8,2,328218,329946,9
3035,3,3,215977,211574,29
3036,9,1,140645,328816,6
3037,0,2,105050,206731,14
3038,5,0,316761,101245,18
3039,1,3,56584,302836,73
3040,6,2,160304,140432,38
3041,5,3,253953,310867,2
3042,8,0,293052,222645,51
3043,5,1,45143,284033,81
3044,5,2,456709,75283,87
3045,3,2,115072,339717,12
3046,8,2,148039,187956,43
3047,2,1,56111,185228,80
3048,0,1,452549,157473,16
3049,9,2,196542,371514,74
3050,7,2,59619,289418,16
3051,7,2,376061,64609,51
3052,0,0,205202,133603,48
3053,8,3,21623,119448,82
3054,1,0,87739,367266,70
3055,5,0,147559,394459,18
3056,8,1,310689,249028,33
3057,5,2,363217,122990,29
3058,6,0,124638,345098,28
3059,8,2,484718,75918,47
3060,4,1,102056,286957,7
3061,0,0,450375,268597,67
3062,8,2,6613,309288,51
3063,9,1,174480,350293,74
3064,6,1,250069,79676,81
3065,7,0,134763,42941,84
3066,1,1,346238,117106,57
3067,4,3,264176,263152,60
3068,7,1,403849,399217,39
3069,6,0,471428,332383,16
3070,6,2,214783,33880,80
3071,3,3,80210,157589,14
3072,1,1,444667,264486,83
3073,9,2,60053,362904,10
3074,2,2,496171,165605,82
3075,8,2,218026,115078,87
3076,3,0,80327,90022,69
3077,0,1,240113,110703,81
3078,9,3,133243,177639,47
3079,3,0,209184,394895,12
3080,7,2,40680,40867,25
3081,7,1,268688,179052,7
3082,9,2,126036,322950,25
3083,9,3,248242,252782,13
3084,1,2,207505,369381,40
3085,9,0,131648,235412,5
3086,3,0,468392,298006,15
3087,6,3,10612,270453,33
3088,7,3,481040,211712,39
3089,0,1,432573,380310,11
3090,7,1,233071,396356,0
3091,0,2,458900,217493,28
3092,5,2,242719,238726,80
3093,4,3,257989,268827,81
3094,9,3,35887,75622,48
3095,6,3,274695,125675,15
3096,5,2,372418,185437,8
3097,9,0,26815,179152,58
3098,0,3,324547,254485,38
3099,5,3,299864,201860,37
3100,2,1,258920,12871,5
3101,5,0,244894,99560,89
3102,6,0,188962,2859,80
3103,5,2,418291,183270,87
3104,8,3,83140,372155,73
3105,8,2,286899,20130,58
3106,7,2,45504,8399,2
3107,4,0,347058,233189,18
3108,9,2,348357,238988,26
3109,2,3,180001,327733,24
3110,3,0,72543,86683,84
3111,9,0,373586,47327,65
3112,7,3,305892,359774,83
3113,8,0,382967,308021,22
3114,7,1,27463,41693,62
3115,9,3,33612,308711,57
3116,2,0,114463,216681,49
3117,6,2,48514,264188,7
3118,7,2,125649,136964,50
3119,2,3,234258,321587,41
3120,0,3,196484,194873,62
3121,6,3,8806,327053,30
3122,2,1,10826,173008,58
3123,0,2,19808,318096,81
3124,6,2,285244,75211,89
3125,6,3,258098,310387,87
3126,3,2,60655,373024,50
3127,1,1,190754,325052,56
3128,9,0,411784,11759,4
3129,4,1,470968,28803,74
3130,8,3,290231,89888,51
3131,5,1,481623,280732,87
3132,9,2,5738,115389,64
3133,8,2,280150,377819,11
3134,0,1,238697,222135,22
3135,1,3,233020,144563,51
3136,5,3,100754,120536,88
3137,2,0,236816,123384,62
3138,1,1,145092,337434,75
3139,5,0,340480,86948,2
3140,6,2,455647,97979,23
3141,3,1,411628,4043,89
3142,9,0,449514,373277,78
3143,8,1,311709,346915,41
3144,2,1,215535,313652,20
3145,1,2,458093,271056,84
3146,4,0,327630,163844,84
3147,8,0,204083,293522,24
3148,0,0,479397,12172,11
3149,5,0,103619,390180,47
3150,7,0,382308,267170,81
3151,6,2,101822,149499,73
3152,5,1,158726,317331,69
3153,2,2,169390,160799,56
3154,8,1,269616,116375,28
3155,4,0,13072,170289,28
3156,0,2,454408,337782,45
3157,8,3,427274,32480,8
3158,9,1,14156,369843,31
3159,8,1,105490,190879,12
3160,0,1,9227,202911,52
3161,6,0,200819,20501,74
3162,8,2,404520,251296,53
3163,1,1,50472,342036,28
3164,9,0,308660,131511,50
3165,5,2,352539,249361,75
3166,9,3,175148,78245,48
3167,0,1,487131,134127,40
3168,2,0,453737,62267,85
3169,4,1,430108,164853,89
3170,6,0,493761,50945,11
3171,4,3,317626,3149,34
3172,7,2,115406,374236,3
3173,4,1,389655,276752,44
3174,5,3,405095,94932,48
3175,1,3,473387,264948,73
3176,4,3,451641,13641,17
3177,6,0,425170,120765,45
3178,0,0,106879,248788,82
3179,9,0,212535,145857,57
3180,8,2,16804,161046,14
3181,8,3,401585,61631,57
3182,7,0,418281,67295,22
3183,8,1,221250,332540,22
3184,4,2,284478,123206,84
3185,6,1,57087,281169,25
3186,0,0,426705,90111,33
3187,6,3,277834,314108,40
3188,8,0,330525,128491,76
3189,2,1,129639,314112,56
3190,8,1,345587,293871,24
3191,4,2,485339,46731,53
3192,8,0,255747,84745,43
3193,7,3,231561,299097,12
3194,6,2,215567,329241,53
3195,9,0,80889,328917,26
3196,5,3,233136,72514,7
3197,1,1,318983,12325,42
3198,6,3,85984,47206,69
3199,1,2,482834,376516,76
3200,5,0,311711,252593,83
3201,5,1,71457,24851,54
3202,8,2,157098,68743,63
3203,9,2,9071,328175,4
3204,3,2,254476,72093,58
3205,8,1,211734,218995,26
3206,1,2,46577,262756,18
3207,4,0,155285,282177,64
3208,2,1,245036,65755,67
3209,5,2,105113,38481,65
3210,1,1,497491,268722,25
3211,9,0,367434,196789,32
3212,8,2,227823,205870,37
3213,3,1,472117,253825,6
3214,6,1,382411,159564,4
3215,4,3,328061,192904,8
3216,7,0,76224,358803,12
3217,3,0,60847,235991,39
3218,6,3,152929,369293,47
3219,4,1,166964,51387,45
3220,2,2,478711,98801,63
3221,7,2,254661,177837,63
3222,5,1,7326,269534,28
3223,3,0,234591,250560,17
3224,8,3,387971,144488,29
3225,8,2,337285,334509,73
3226,1,2,42458,351540,18
3227,9,0,118882,399410,47
3228,8,0,273391,47039,8
3229,3,0,126822,213947,84
3230,8,3,401338,331520,0
3231,9,1,46728,99355,89
3232,7,3,489428,46875,77
3233,9,1,230708,204787,38
3234,2,3,184203,318064,54
3235,9,1,399328,295700,51
3236,6,0,454161,43275,70
3237,1,1,135518,289904,63
3238,1,0,304769,40847,23
3239,3,3,281842,186431,26
3240,9,1,334757,235548,65
3241,6,1,357141,224340,65
3242,3,2,285287,48148,61
3243,1,0,190501,258917,15
3244,1,2,341388,381064,11
3245,4,3,142708,168196,39
3246,2,3,60566,123671,89
3247,2,0,377112,312280,9
3248,0,3,17335,83892,63
3249,2,3,272616,42786,54
3250,3,1,236115,312613,78
3251,5,1,351392,394982,88
3252,5,1,346491,246026,3
3253,4,0,177306,3478,89
3254,3,0,227266,283426,22
3255,5,1,48188,63138,48
3256,4,3,9566,180077,3
3257,9,2,235054,89600,0
3258,0,1,366342,242716,64
3259,1,1,164492,265305,38
3260,8,3,31023,8111,2
3261,9,3,478017,243523,56
3262,3,1,209899,392312,58
3263,5,1,298325,377515,78
3264,4,2,328461,257502,17
3265,1,2,484043,78615,20
3266,0,3,296351,360393,55
3267,0,2,314337,367546,51
3268,0,3,208241,284483,7
3269,5,0,141850,310861,24
3270,9,1,10434,174345,31
3271,6,0,469188,101008,69
3272,6,1,373671,16966,39
3273,8,2,192241,343789,83
3274,2,1,481716,378093,28
3275,8,3,73002,237059,68
3276,0,3,221501,34927,34
3277,1,2,67183,51816,82
3278,6,3,481137,370999,75
3279,1,1,442377,46545,32
3280,9,1,304744,84922,45
3281,3,2,48977,24825,71
3282,1,1,441012,330949,30
3283,1,2,308776,6455,74
3284,0,2,127646,225224,67
3285,8,3,119401,374882,39
3286,9,3,124800,164419,68
3287,2,1,45553,81814,41
3288,0,3,490283,321463,85
3289,9,2,94053,27122,43
3290,5,0,85870,393709,16
3291,7,3,271820,387957,19
3292,6,3,258908,148311,75
3293,6,0,386135,379595,52
3294,1,1,157774,242173,43
3295,3,2,373264,93374,16
3296,5,0,147579,345478,26
3297,1,0,33536,33539,22
3298,4,2,446704,336250,57
3299,4,0,66418,337498,68
3300,2,0,462815,147133,55
3301,1,3,326072,367976,44
3302,6,1,291745,267178,28
3303,7,1,258151,7087,13
3304,3,3,371058,99956,7
3305,3,3,241826,243354,45
3306,8,2,66950,148968,26
3307,3,2,338992,134516,69
3308,9,0,379098,272145,6
3309,2,1,347983,359684,25
3310,0,2,56172,53061,41
3311,2,0,494861,341367,29
3312,4,1,111706,262224,80
3313,1,2,466930,388745,5
3314,4,1,259806,288222,66
3315,8,0,259785,353295,82
3316,9,3,464068,110506,82
3317,5,0,233162,210244,53
3318,2,3,479316,132293,87
3319,4,3,246887,73630,34
3320,0,0,439072,223649,34
3321,7,3,302578,78363,4
3322,8,1,186309,324647,5
3323,4,2,378772,336841,22
3324,8,2,94565,116715,58
3325,7,0,323546,170903,50
3326,7,0,434847,270166,61
3327,1,0,127229,235479,31
3328,4,0,311156,96241,0
3329,7,1,419560,84826,48
3330,2,0,107330,175861,27
3331,0,0,79316,57242,70
3332,3,2,371686,397661,36
3333,3,1,177709,192853,28
3334,9,0,487823,79174,18
3335,3,1,88769,240714,18
3336,3,0,378405,320277,50
3337,8,1,462234,1897,83
3338,0,0,249703,119178,14
3339,8,0,55461,131081,23
3340,6,1,285118,243012,60
3341,4,0,278581,168749,52
3342,1,0,295981,296488,71
3343,9,1,372969,261271,58
3344,9,2,430935,334870,6
3345,9,3,331525,202945,82
3346,3,2,331074,264388,75
3347,3,0,130476,348146,89
3348,3,1,477886,148645,67
3349,1,2,129275,13146,33
3350,7,1,336653,352107,6
3351,3,2,240969,160829,53
3352,8,3,186060,128520,66
3353,1,0,14257,187273,11
3354,6,1,485510,23857,57
3355,4,0,225114,261514,82
3356,4,0,287688,90268,51
3357,6,3,434029,28642,80
3358,3,3,486752,176387,55
3359,2,0,402647,231448,81
3360,8,1,377701,210739,2
3361,2,3,132581,255684,12
3362,4,3,51089,260073,62
3363,1,3,170799,307764,4
3364,6,2,449083,81739,24
3365,6,3,18079,332374,85
3366,4,0,225090,126081,71
3367,7,1,488348,103544,51
3368,8,2,136058,19016,79
3369,3,3,490555,2338,4
3370,1,0,335086,129888,58
3371,1,2,300044,50877,24
3372,3,2,341547,178985,79
3373,5,1,77690,96817,87
3374,5,3,116593,3585,13
3375,1,1,300701,322245,76
3376,0,1,272655,159613,86
3377,1,2,300902,310962,51
3378,7,3,221448,277245,24
3379,4,2,265179,218431,71
3380,2,1,280742,188420,55
3381,8,2,91167,219226,81
3382,6,2,454789,17865,36
3383,7,2,429236,383061,69
3384,5,1,281870,275072,5
3385,6,0,44041,299613,24
3386,2,0,493904,318050,19
3387,0,1,317894,140980,22
3388,0,3,189146,330537,56
3389,0,2,77232,118498,52
3390,6,1,416632,202861,58
3391,1,0,327648,368104,80
3392,5,1,373406,318350,60
3393,0,0,309817,115811,54
3394,9,3,259281,221356,79
3395,7,0,41310,381305,19
3396,4,3,203304,305659,2
3397,8,3,48050,370995,64
3398,2,3,178522,324028,36
3399,1,1,171966,351042,34
3400,7,1,358330,199969,15
3401,4,3,303337,273305,3
3402,0,0,79404,271945,2
3403,5,2,485830,322601,16
3404,2,2,422602,128949,43
3405,7,0,37684,159054,62
3406,5,2,333952,63784,41
3407,1,0,63474,394341,16
3408,5,0,357432,26307,23
3409,2,3,410632,254288,36
3410,6,0,365373,167170,1
3411,0,1,242310,46085,13
3412,0,1,336683,2621,9
3413,9,1,368712,189747,14
3414,3,0,102704,143079,36
3415,6,1,30693,243048,57
3416,3,3,31033,194760,45
3417,8,3,386023,341984,52
3418,7,2,398904,8101,81
3419,4,2,321370,138860,55
3420,0,3,121270,188311,12
3421,2,1,20998,223852,34
3422,7,3,129681,301102,35
3423,6,1,112819,66363,73
3424,7,0,391799,36097,33
3425,0,1,9907,105752,23
3426,1,1,123496,346925,52
3427,9,1,169204,375361,26
3428,6,0,480651,345322,72
3429,4,3,382407,336014,72
3430,4,2,332059,260341,73
3431,9,0,370365,83451,11
3432,8,1,135283,231841,14
3433,0,1,443130,116115,2
3434,4,2,470660,263280,27
3435,6,1,176982,40614,8
3436,4,3,321072,12769,38
3437,9,0,453501,131493,29
3438,6,0,30117,139501,56
3439,0,0,487374,62544,22
3440,4,0,111213,308498,29
3441,5,3,325424,311079,63
3442,5,3,123737,239379,15
3443,3,1,314242,23532,35
3444,4,0,366821,122996,29
3445,7,1,487951,133471,45
3446,5,0,252892,86646,79
3447,0,3,359801,298471,19
3448,4,2,388340,159582,77
3449,6,2,77006,46985,55
3450,7,0,286067,87199,36
3451,3,3,450124,84144,82
3452,1,2,190503,42305,80
3453,3,2,94295,247813,61
3454,5,2,322629,309023,64
3455,5,3,31329,193635,28
3456,5,2,482685,58813,87
3457,0,1,211758,53120,82
3458,6,0,141314,105771,42
3459,6,2,177763,328292,73
3460,4,3,84648,375574,35
3461,3,1,22217,335107,16
3462,2,2,474096,112433,53
3463,7,1,288214,316464,16
3464,7,3,486254,78050,31
3465,2,0,280654,193511,15
3466,4,1,194651,6246,50
3467,7,0,413076,369970,58
3468,9,3,18151,359552,22
3469,9,1,152740,246066,15
3470,5,3,438475,23824,31
3471,1,1,139610,214572,65
3472,0,3,9233,229058,69
3473,6,3,462059,215486,73
3474,1,2,54227,129056,61
3475,9,2,20033,78300,29
3476,9,3,379485,28650,35
3477,3,1,276231,149359,5
3478,5,1,261410,277271,44
3479,6,1,248042,237090,32
3480,6,3,149057,233227,4
3481,6,0,290543,321182,55
3482,3,1,367192,15926,27
3483,9,0,438221,170804,6
3484,9,0,28084,387525,58
3485,5,3,94265,241713,18
3486,2,0,26167,329250,61
3487,7,0,325426,278665,42
3488,0,0,303253,307717,49
3489,7,0,257768,371776,89
3490,4,3,383539,289061,52
3491,7,3,427131,5165,37
3492,3,0,402467,130846,16
3493,1,3,313412,172507,82
3494,3,1,280365,137036,26
3495,7,0,247886,107448,36
3496,9,1,51154,200267,6
3497,0,1,53672,10191,37
3498,4,0,139850,136263,80
3499,5,1,108317,43358,28
3500,3,3,32532,300360,50
3501,3,1,207844,201213,80
3502,3,0,333325,159563,14
3503,2,1,40007,22073,15
3504,9,3,96241,327875,10
3505,4,1,178493,312692,32
3506,5,3,253038,2489,19
3507,2,2,392370,113406,28
3508,2,2,307006,254922,15
3509,8,0,161699,140153,16
3510,1,0,249025,155697,56
3511,5,0,308630,48602,77
3512,7,0,212511,11233,87
3513,7,0,9458,77865,36
3514,0,3,482553,243957,76
3515,0,2,89057,237959,17
3516,7,2,342597,366050,70
3517,0,1,440904,399237,48
3518,2,2,36257,25722,10
3519,8,0,175605,344876,56
3520,2,3,249062,196321,80
3521,1,3,156996,46945,18
3522,0,3,467806,252209,69
3523,0,2,263015,210540,81
3524,9,1,278387,344245,52
3525,2,0,103432,214674,9
3526,5,3,384985,304434,0
3527,6,3,373848,392650,0
3528,5,0,306547,380885,46
3529,5,1,115555,70477,26
3530,8,2,299912,189373,24
3531,3,1,155691,130523,89
3532,4,0,353996,284450,9
3533,0,0,45772,292564,35
3534,3,3,453383,253653,45
3535,9,2,364233,318533,7
3536,5,1,137706,187717,61
3537,6,2,30373,367513,28
3538,1,0,234343,115890,52
3539,9,3,79631,300221,3
3540,5,3,189577,215281,48
3541,2,1,180203,205906,68
3542,6,1,400110,236893,41
3543,8,2,371104,76022,74
3544,3,0,305178,172323,64
3545,7,1,403066,40970,76
3546,9,2,61902,323082,83
3547,5,3,254703,272360,33
3548,2,0,269205,273318,13
3549,2,3,29451,120918,52
3550,2,0,189749,329977,75
3551,3,0,85672,99619,74
3552,1,2,73900,62758,0
3553,4,3,276210,291085,7
3554,7,0,319141,354529,17
3555,6,3,357238,369282,4
3556,8,2,326491,137880,66
3557,2,0,96853,221471,21
3558,3,2,173858,14276,5
3559,7,2,292607,323224,87
3560,9,1,365716,269712,26
3561,2,3,340302,310971,84
3562,0,2,303321,234342,36
3563,1,1,451245,218442,34
3564,9,3,84283,1598,35
3565,9,0,355182,176819,60
3566,7,0,386512,59813,89
3567,6,2,410590,355932,0
3568,3,0,361702,244426,47
3569,7,3,197321,364069,82
3570,2,0,434479,349771,89
3571,0,2,354861,125585,86
3572,3,3,293552,70493,66
3573,5,0,350318,221196,76
3574,5,0,197388,141051,38
3575,3,3,174663,120330,79
3576,7,3,30143,358813,2
3577,8,0,287838,196910,25
3578,1,1,463751,181577,68
3579,2,0,128696,196845,54
3580,7,3,311874,119802,2
3581,0,3,49639,207185,55
3582,0,2,18044,120815,27
3583,6,2,26158,240041,42
3584,9,0,17239,378615,29
3585,6,2,209793,88412,86
3586,6,3,79550,359253,17
3587,4,2,182098,164351,4
3588,6,2,17237,371584,85
3589,8,2,113991,137310,60
3590,5,3,449162,167344,0
3591,5,0,164732,116613,63
3592,2,3,269327,192496,13
3593,6,2,289366,154022,40
3594,5,1,9856,187143,72
3595,4,1,179333,354212,67
3596,2,3,480464,33315,52
3597,2,1,277153,246596,88
3598,5,3,196988,93711,30
3599,5,0,365095,359258,58
3600,4,3,130777,368438,65
3601,2,3,11407,165106,36
3602,1,3,303854,308528,49
3603,3,2,112507,102391,65
3604,3,0,66812,240007,13
3605,9,3,305091,239572,14
3606,1,2,301927,43889,24
3607,8,2,367953,73157,73
3608,2,2,292499,72096,7
3609,0,2,311635,180496,57
3610,4,2,46658,131427,55
3611,9,0,259138,160808,13
3612,2,0,194385,59983,83
3613,5,1,200489,117574,41
3614,0,0,16640,186519,12
3615,9,1,147749,207922,18
3616,3,1,254899,379489,33
3617,0,2,53606,203066,89
3618,0,0,455725,225113,45
3619,9,0,299040,251428,87
3620,7,2,260127,370588,54
3621,9,3,265192,106948,84
3622,3,2,448068,241617,63
3623,9,1,249872,89677,56
3624,2,0,462944,396316,87
3625,5,0,27867,242891,71
3626,9,1,373431,389960,63
3627,8,1,193624,269387,4
3628,5,1,461755,178186,88
3629,0,2,8269,103658,42
3630,7,3,110919,149845,16
3631,0,1,84395,254892,88
3632,2,1,319472,15213,45
3633,8,2,63259,299956,32
3634,3,1,150369,90024,68
3635,7,1,413935,16322,14
3636,8,0,487225,1807,41
3637,7,1,279955,354662,14
3638,5,3,108302,337489,64
3639,8,3,123439,214902,62
3640,5,1,330085,248906,55
3641,4,2,427101,201093,42
3642,7,1,135601,358125,81
3643,3,0,387300,343881,69
3644,2,3,265949,312316,33
3645,3,0,432479,178592,65
3646,8,2,464842,137886,80
3647,3,0,118585,173883,68
3648,6,2,455728,227658,19
3649,0,3,121887,34470,13
3650,5,0,230292,238448,75
3651,7,0,63084,396571,67
3652,6,1,328541,311469,40
3653,4,2,29737,56753,58
3654,3,1,85486,5852,49
3655,1,2,46567,57800,73
3656,0,1,54879,269922,38
3657,0,3,442960,96589,29
3658,4,0,120330,282711,36
3659,8,1,133981,255675,46
3660,6,0,487199,105403,89
3661,1,2,264557,182506,44
3662,5,2,49745,171893,56
3663,9,3,313002,29948,3
3664,6,3,494235,154715,5
3665,7,0,131824,130014,14
3666,8,1,394035,90325,44
3667,2,3,258259,144319,81
3668,1,0,427959,215702,80
3669,6,1,429490,193020,59
3670,7,3,369491,14609,88
3671,8,0,341963,288583,27
3672,9,0,322673,24079,76
3673,4,3,244856,362529,31
3674,8,3,385359,258138,47
3675,0,3,96134,7531,18
3676,8,2,47694,222496,30
3677,9,1,270910,228875,78
3678,4,3,217177,210148,59
3679,1,1,283681,294939,43
3680,5,0,494630,96125,22
3681,0,1,320573,320320,26
3682,6,3,448575,342443,0
3683,6,0,269759,310769,21
3684,9,3,397830,154751,7
3685,7,3,255420,72586,68
3686,0,0,337999,37685,23
3687,1,1,105284,217723,32
3688,0,1,263593,312347,11
3689,7,0,94133,166622,3
3690,7,3,365143,362741,63
3691,2,1,363739,198542,78
3692,9,1,433873,293513,59
3693,1,3,376249,192947,8
3694,8,1,13900,214490,41
3695,4,1,414071,355415,52
3696,8,2,17810,319566,76
3697,1,2,174842,354291,73
3698,5,0,45933,116157,59
3699,0,0,494702,382666,13
3700,6,3,319453,307407,50
3701,3,2,363218,262022,64
3702,6,0,98329,196063,26
3703,8,2,17241,94638,21
3704,0,0,198182,68208,21
3705,0,1,291675,370533,89
3706,6,1,195781,152090,63
3707,9,3,32158,225405,23
3708,1,2,243951,89200,29
3709,7,2,139717,378295,39
3710,3,2,170961,321627,80
3711,6,2,363928,353191,22
3712,9,1,433925,145958,9
3713,1,1,25264,106812,32
3714,7,2,266374,361776,71
3715,5,3,128244,47475,4
3716,0,2,81039,283394,26
3717,8,0,119590,10331,61
3718,1,1,97976,128790,24
3719,3,1,387831,329689,65
3720,8,2,316480,156976,19
3721,7,0,131383,304578,42
3722,7,3,222780,322898,66
3723,3,1,286533,394381,57
3724,0,0,242031,135751,40
3725,9,0,202337,63274,63
3726,3,1,92145,32415,45
3727,2,1,410483,254576,59
3728,2,0,464318,206186,14
3729,0,3,330768,122394,26
3730,8,0,6311,118324,57
3731,2,1,25822,372120,23
3732,3,2,82151,4037,34
3733,0,3,274880,260791,22
3734,2,0,259563,137160,7
3735,0,1,344972,264842,85
3736,3,0,150270,166903,15
3737,9,3,71159,132045,69
3738,6,3,438600,133263,60
3739,9,3,210297,218924,57
3740,7,3,305977,8175,28
3741,7,3,397798,39560,62
3742,0,1,234182,72090,25
3743,5,0,78950,376517,8
3744,7,0,30528,233833,18
3745,9,2,285434,390285,70
3746,9,3,350224,40443,24
3747,7,0,450152,208923,23
3748,8,3,205442,181104,38
3749,7,0,420586,25896,46
3750,4,0,361889,95785,60
3751,0,1,489030,110555,28
3752,8,1,388169,308474,19
3753,9,1,356009,88951,4
3754,9,3,331661,161196,35
3755,9,3,251756,262983,61
3756,9,1,436933,306143,49
3757,4,0,230118,92411,19
3758,6,3,190051,22354,10
3759,6,3,277596,229659,84
3760,3,2,308690,60021,19
3761,7,0,237360,51892,5
3762,9,0,24253,77706,44
3763,8,2,344448,186977,25
3764,3,2,368171,186761,22
3765,1,2,282734,104098,4
3766,9,2,235380,234039,24
3767,3,2,105079,319107,3
3768,1,2,219106,107410,9
3769,0,3,458459,51594,33
3770,0,3,157176,115650,57
3771,3,3,323803,319362,7
3772,8,1,54764,234086,51
3773,8,2,278946,382810,27
3774,6,2,441753,48107,8
3775,4,2,381524,372924,33
3776,5,2,290905,199037,58
3777,0,3,55555,212012,16
3778,2,2,86930,59598,32
3779,0,1,138069,22270,55
3780,9,3,226099,59326,60
3781,4,3,111086,34676,36
3782,3,3,160218,212226,12
3783,2,1,464306,132702,28
3784,5,3,46723,270303,39
3785,5,1,9646,271286,54
