id,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquent_accounts
3060,476,2,3,7507,3
3061,600,7,5,6165,4
3062,453,2,6,124141,2
3063,453,5,1,48572,3
3064,329,11,7,4706,0
3065,326,10,3,164037,4
3066,539,9,5,121923,4
3067,397,8,6,97147,3
3068,625,8,3,70650,1
3069,536,3,2,3317,1
3070,437,1,3,103976,1
3071,847,2,5,80859,0
3072,345,7,4,44871,1
3073,689,4,3,81286,3
3074,663,10,1,182494,4
3075,659,5,5,125614,3
3076,881,1,4,135886,3
3077,506,11,5,194837,2
3078,814,2,3,152475,0
3079,665,9,2,113655,4
3080,737,6,2,38483,2
3081,530,7,7,105950,0
3082,722,5,1,115058,4
3083,768,9,6,11091,2
3084,610,10,6,56991,1
3085,694,5,7,161745,3
3086,413,6,1,17964,1
3087,501,10,4,53473,4
3088,762,9,2,165215,2
3089,841,5,3,135873,2
3090,663,4,7,16447,2
3091,546,5,5,138561,3
3092,892,11,7,92919,2
3093,545,5,5,34496,0
3094,483,5,2,162637,0
3095,712,1,7,44397,0
3096,572,5,2,56932,1
3097,844,5,5,36191,4
3098,576,1,4,187550,1
3099,798,4,5,61235,1
3100,789,8,1,52528,3
3101,514,4,7,175000,1
3102,402,7,3,40401,3
3103,889,6,7,134319,0
3104,474,5,2,187846,0
3105,351,9,6,143120,1
3106,596,8,7,158407,1
3107,474,5,2,137646,0
3108,642,10,4,57312,2
3109,899,7,1,170833,0
3110,470,11,7,88479,2
3111,336,9,5,199520,0
3112,500,7,1,94784,4
3113,363,3,1,53960,3
3114,785,10,4,76422,3
3115,754,11,4,195742,4
3116,708,5,6,38299,2
3117,449,9,5,101041,1
3118,801,9,6,39465,1
3119,847,8,5,40787,3
3120,577,6,3,170731,1
3121,334,7,1,199549,2
3122,474,7,5,23444,1
3123,332,11,4,160987,0
3124,696,1,3,189571,4
3125,553,8,6,51113,3
3126,867,6,3,31968,1
3127,622,7,4,182168,2
3128,312,10,5,25158,1
3129,349,10,4,29630,4
3130,532,11,5,4919,0
3131,839,2,4,158384,3
3132,395,7,4,170898,3
3133,642,8,2,147053,2
3134,492,5,5,60768,0
3135,810,1,1,168678,1
3136,750,6,2,143083,1
3137,424,3,2,113879,2
3138,380,5,2,147891,0
3139,306,9,2,192639,2
3140,629,7,1,74967,4
3141,382,8,2,37022,4
3142,835,6,6,97565,1
3143,826,9,1,90547,4
3144,412,3,6,128406,2
3145,739,1,1,42459,3
3146,318,10,6,33105,4
3147,308,11,2,60574,2
3148,484,4,3,47138,3
3149,337,8,1,176660,3
3150,433,6,2,76157,4
3151,401,7,7,75254,0
3152,448,9,7,23235,4
3153,392,2,4,35576,4
3154,439,7,4,174242,0
3155,594,4,5,127827,4
3156,892,7,7,74711,2
3157,843,8,1,152850,0
3158,487,2,7,32935,2
3159,435,7,1,114330,3
3160,465,8,6,38436,0
3161,776,1,4,174186,3
3162,446,11,1,23264,1
3163,544,10,7,181899,1
3164,482,5,1,143302,2
3165,308,9,4,118966,3
3166,735,2,2,109781,3
3167,455,6,6,199847,0
3168,413,2,4,26627,1
3169,466,3,3,127174,2
3170,787,11,7,148884,2
3171,736,6,7,150587,0
3172,522,5,4,91609,0
3173,490,4,6,175316,2
3174,875,7,4,146556,0
3175,472,3,6,135938,3
3176,556,10,7,132922,2
3177,749,7,2,157706,4
3178,800,9,4,178071,1
3179,376,2,4,35912,1
3180,525,5,2,58187,4
3181,525,1,7,192720,4
3182,375,7,4,7550,3
3183,332,2,2,158429,2
3184,893,11,3,161669,0
3185,368,5,2,99249,1
3186,714,1,1,189904,4
3187,747,11,1,91515,2
3188,661,1,6,30445,0
3189,669,4,2,137414,1
3190,698,7,4,75130,2
3191,419,7,5,102961,1
3192,347,8,7,122108,3
3193,367,9,7,112486,1
3194,638,4,5,16745,3
3195,384,2,3,68052,3
3196,676,10,3,188686,3
3197,684,10,5,103460,0
3198,575,3,5,71621,0
3199,504,9,2,135765,3
3200,364,11,5,125827,2
3201,378,8,1,27125,3
3202,825,6,3,144542,2
3203,624,11,7,176980,1
3204,677,3,6,102095,0
3205,645,10,7,133067,2
3206,734,8,3,134928,2
3207,677,2,7,124531,2
3208,314,11,1,64123,4
3209,753,4,3,171913,0
3210,492,4,5,173924,4
3211,532,9,3,7179,1
3212,562,8,1,159484,2
3213,745,7,3,131103,0
3214,353,4,6,26640,0
3215,303,7,6,28006,0
3216,556,1,6,91280,2
3217,660,11,7,99474,3
3218,539,8,6,119377,3
3219,781,8,5,100042,3
3220,760,9,6,127407,4
3221,437,9,6,84237,2
3222,750,1,2,123513,1
3223,623,10,6,100591,4
3224,772,7,5,126174,0
3225,776,1,6,177275,3
3226,492,6,3,5036,0
3227,606,5,6,95569,4
3228,841,11,4,44229,3
3229,520,2,3,173689,2
3230,471,3,7,71870,3
3231,459,8,6,20585,3
3232,471,2,6,33681,3
3233,362,11,3,140839,4
3234,872,4,1,173331,3
3235,364,3,4,160154,4
3236,468,7,1,6481,0
3237,380,8,6,50375,2
3238,567,4,1,138792,3
3239,679,6,5,172494,4
3240,372,3,2,70184,3
3241,631,7,3,155608,3
3242,487,8,4,137299,3
3243,324,7,3,15758,1
3244,527,4,1,72047,2
3245,417,10,7,109354,2
3246,744,9,2,29270,4
3247,407,10,1,121907,0
3248,541,8,3,85217,0
3249,833,6,5,172233,0
3250,780,2,3,159512,3
3251,802,10,1,45504,4
3252,797,7,4,92811,3
3253,355,9,7,151790,1
3254,448,9,4,84982,4
3255,610,9,4,146748,4
3256,851,9,7,26240,4
3257,420,6,4,100768,1
3258,325,1,4,144909,4
3259,411,6,6,76812,1
3260,810,5,2,37473,0
3261,322,7,2,15095,4
3262,563,8,5,194710,3
3263,415,1,4,1435,2
3264,779,10,1,44300,1
3265,606,4,1,148085,0
3266,530,4,3,57248,0
3267,791,1,4,84617,2
3268,419,11,7,123817,4
3269,585,4,7,25478,3
3270,706,7,1,47418,2
3271,657,6,6,13203,4
3272,451,4,5,75774,4
3273,897,2,1,60741,1
3274,624,7,6,114488,3
3275,545,8,6,124969,3
3276,614,9,5,35186,1
3277,461,9,4,15768,4
3278,668,4,3,143285,4
3279,484,3,3,184272,3
3280,575,5,2,106464,3
3281,828,6,4,78234,3
3282,735,8,1,50792,3
3283,559,3,7,77932,4
3284,544,6,3,46170,3
3285,637,5,6,24585,4
3286,349,7,5,161845,1
3287,571,9,6,105722,0
3288,534,7,5,73023,1
3289,883,11,1,71311,1
3290,855,6,1,62520,2
3291,605,9,4,2985,1
3292,776,10,1,78759,2
3293,787,4,1,54319,2
3294,379,1,1,84949,2
3295,585,8,7,139277,1
3296,860,6,3,157121,0
3297,397,6,4,88036,2
3298,777,5,7,99474,3
3299,705,10,7,60431,3
3300,836,11,1,168084,4
3301,867,3,7,57183,3
3302,554,6,1,84165,3
3303,786,1,6,8769,2
3304,493,7,6,9989,1
3305,815,6,7,62090,3
3306,763,5,5,126377,1
3307,803,3,3,145811,0
3308,335,8,1,105323,3
3309,315,4,3,154023,0
3310,889,9,4,79468,0
3311,372,9,4,119622,4
3312,619,5,6,57471,1
3313,544,11,2,185119,1
3314,494,7,7,43028,4
3315,388,6,7,188387,2
3316,438,6,5,75051,4
3317,862,4,2,155011,4
3318,696,10,3,119020,4
3319,783,8,5,183891,0
3320,686,11,6,44054,1
3321,667,11,1,140908,2
3322,757,11,6,135916,3
3323,721,10,6,10903,3
3324,531,3,5,44640,3
3325,838,5,5,9494,2
3326,643,1,4,168101,3
3327,437,1,2,80770,2
3328,673,9,4,194283,3
3329,736,4,4,152216,3
3330,454,9,2,155458,2
3331,818,7,4,112455,1
3332,414,10,5,132407,2
3333,391,8,3,84798,2
3334,645,11,1,159939,4
3335,893,9,7,35620,0
3336,824,1,1,5755,0
3337,883,7,7,112203,1
3338,390,8,7,170078,1
3339,697,2,4,8788,1
3340,404,10,2,161647,0
3341,895,9,5,85049,1
3342,839,1,4,71668,1
3343,578,3,5,51120,2
3344,311,11,5,27532,2
3345,606,9,7,19909,0
3346,663,1,7,85266,2
3347,617,4,6,1749,1
3348,837,10,7,143007,2
3349,513,6,1,17049,4
3350,613,6,3,130745,2
3351,754,4,3,3915,0
3352,698,10,2,138028,1
3353,521,10,3,62409,1
3354,879,10,4,139651,0
3355,561,10,1,140299,2
3356,795,1,1,79245,1
3357,429,5,5,152005,1
3358,458,5,4,109881,4
3359,590,3,4,56877,0
3360,842,11,5,18817,2
3361,388,3,6,161206,2
3362,631,4,6,132152,1
3363,805,3,5,43462,3
3364,429,3,1,88425,4
3365,506,3,7,184735,4
3366,659,7,4,56330,4
3367,358,9,3,130524,1
3368,395,11,3,25759,0
3369,545,1,7,120341,0
3370,758,8,7,157819,4
3371,444,10,1,51439,3
3372,609,1,3,168400,3
3373,833,9,3,8793,2
3374,680,8,7,76610,3
3375,652,6,4,50433,4
3376,584,6,4,172613,2
3377,801,11,2,107912,4
3378,557,10,4,148772,0
3379,351,7,2,110795,4
3380,849,8,6,20347,2
3381,515,7,4,22983,4
3382,745,1,5,83596,1
3383,522,10,4,100428,2
3384,404,4,2,77018,3
3385,821,4,3,199580,0
3386,682,9,4,143212,3
3387,413,9,3,74303,4
3388,368,3,3,87142,3
3389,664,11,4,38482,2
3390,343,9,4,125302,1
3391,510,5,5,192789,3
3392,575,11,6,139215,4
3393,406,6,2,108251,3
3394,778,7,4,120559,3
3395,504,3,3,129612,2
3396,418,4,3,132000,4
3397,785,5,4,103140,4
3398,408,1,2,90229,1
3399,753,8,6,179428,2
3400,538,11,3,120162,2
3401,307,7,6,32018,0
3402,811,11,6,126872,1
3403,342,2,5,124371,1
3404,693,7,3,1683,4
3405,431,9,2,166815,4
3406,693,5,1,197911,1
3407,857,11,5,144261,2
3408,497,6,5,52104,0
3409,763,5,1,107213,4
3410,420,1,5,75988,0
3411,599,6,5,51182,1
3412,519,7,5,137898,2
3413,393,5,3,185575,0
3414,591,3,3,141458,3
3415,452,6,4,107023,1
3416,824,11,4,45319,2
3417,721,7,3,74961,1
3418,457,10,5,12112,1
3419,569,10,2,166558,0
3420,879,9,1,67028,0
3421,556,7,4,117702,3
3422,814,3,7,57686,4
3423,536,1,7,46284,3
3424,744,7,5,107840,2
3425,470,8,7,137958,2
3426,569,11,4,146484,1
3427,366,1,6,123315,0
3428,307,5,2,74992,1
3429,855,8,6,192991,4
3430,747,10,5,30415,1
3431,434,7,7,150128,2
3432,324,2,3,86567,2
3433,764,4,2,23772,3
3434,673,6,4,42388,1
3435,495,7,7,53314,0
3436,701,7,5,81316,4
3437,421,3,6,118598,4
3438,858,8,5,75181,0
3439,508,7,1,25924,4
3440,600,4,7,49221,0
3441,814,10,1,42381,0
3442,833,4,6,93874,3
3443,338,4,1,177813,1
3444,505,5,3,82019,2
3445,882,11,5,17965,2
3446,711,2,5,167502,1
3447,632,9,4,163879,4
3448,507,6,7,16966,0
3449,704,8,7,5258,2
3450,687,11,7,7923,3
3451,786,1,3,109862,4
3452,681,6,7,26605,3
3453,570,6,7,166164,2
3454,736,8,7,33868,1
3455,729,1,1,148871,1
3456,644,5,5,76111,3
3457,448,3,1,47210,4
3458,691,6,2,147302,2
3459,486,9,3,19130,0
3460,319,10,1,97550,1
3461,637,3,3,152947,3
3462,672,9,6,194980,2
3463,366,9,7,81163,4
3464,738,1,5,25041,0
3465,361,2,2,136515,0
3466,785,11,4,10480,1
3467,867,4,7,55012,0
3468,384,11,2,193555,2
3469,705,11,3,5170,1
3470,694,7,2,33805,1
3471,823,2,5,173797,1
3472,475,7,3,176909,2
3473,658,5,7,175496,3
3474,838,10,3,5806,0
3475,590,7,5,169683,0
3476,429,9,6,123452,3
3477,778,9,1,17662,1
3478,831,3,4,50605,4
3479,563,3,6,87623,2
3480,802,7,7,178200,1
3481,459,5,6,152920,1
3482,837,5,2,95577,1
3483,380,5,7,181524,0
3484,712,9,7,108212,0
3485,774,4,6,7042,4
3486,317,6,4,125255,2
3487,368,6,7,198936,1
3488,429,7,7,106437,0
3489,609,2,4,60323,3
3490,786,6,6,80297,0
3491,314,9,5,146254,1
3492,795,3,1,146466,1
3493,485,2,4,188612,0
3494,716,8,3,14883,3
3495,731,1,6,18941,3
3496,365,11,7,154432,1
3497,380,8,1,188753,0
3498,335,5,5,102428,2
3499,316,9,6,65048,2
3500,813,9,4,188343,1
3501,332,4,6,140792,3
3502,648,1,5,75225,2
3503,679,5,2,40550,0
3504,807,7,5,73682,4
3505,566,9,3,8914,4
3506,816,10,5,63953,3
3507,784,9,1,183349,4
3508,646,9,2,66129,0
3509,742,6,6,16391,1
3510,677,2,6,91006,1
3511,872,5,3,119051,0
3512,657,3,2,102690,1
3513,837,6,3,30285,0
3514,509,11,6,95837,0
3515,341,5,2,126596,4
3516,312,10,4,37106,4
3517,899,11,5,123865,3
3518,788,1,1,189660,4
3519,486,10,1,122946,1
3520,362,10,4,67405,4
3521,635,2,7,117147,0
3522,854,11,2,98768,4
3523,374,5,5,87029,1
3524,448,6,4,8042,3
3525,506,1,2,105733,2
3526,540,7,5,67221,0
3527,874,3,2,113301,1
3528,534,1,1,52126,1
3529,424,7,5,57746,2
3530,556,7,1,124891,3
3531,391,10,1,76112,0
3532,506,3,5,87058,3
3533,716,6,4,104419,2
3534,587,4,2,163412,0
3535,514,4,5,155865,4
3536,811,9,6,192542,3
3537,872,7,1,17950,4
3538,667,6,2,29493,0
3539,700,9,5,123583,2
3540,500,3,4,78930,4
3541,880,4,5,61914,4
3542,584,9,5,130659,1
3543,362,4,3,167305,0
3544,660,7,6,163111,2
3545,486,9,2,5348,1
3546,782,4,5,4926,3
3547,670,9,1,156015,2
3548,320,7,1,94252,1
3549,607,4,3,114116,3
3550,345,3,1,70546,2
3551,493,6,5,2400,1
3552,356,3,2,106011,2
3553,853,7,3,92680,4
3554,756,1,6,96763,1
3555,632,7,7,132023,4
3556,315,3,3,149158,1
3557,812,9,4,7255,4
3558,449,6,4,129183,0
3559,512,7,2,38156,4
3560,690,9,2,42915,0
3561,580,6,7,157521,2
3562,838,10,3,93520,3
3563,641,11,5,164837,3
3564,636,2,5,61722,3
3565,374,6,4,35588,0
3566,392,6,2,25290,3
3567,845,2,7,185968,3
3568,414,7,2,128061,4
3569,720,9,5,32699,3
3570,412,10,4,120079,0
3571,667,4,5,115115,4
3572,359,11,5,18763,0
3573,581,5,3,194995,1
3574,536,6,2,58622,3
3575,344,1,3,90958,0
3576,496,8,3,136419,0
3577,798,9,5,26607,4
3578,882,1,4,30257,1
3579,748,4,5,153726,1
3580,494,6,6,23903,3
3581,494,10,4,142919,2
3582,874,1,7,179317,2
3583,881,3,2,132663,4
3584,609,7,6,25422,3
3585,890,8,6,64215,4
3586,847,8,6,56315,3
3587,688,5,1,86874,1
3588,734,1,2,91123,2
3589,795,1,5,48048,0
3590,500,8,4,171619,2
3591,833,5,6,99425,3
3592,596,11,1,115503,2
3593,793,9,6,199884,0
3594,630,1,4,28220,1
3595,560,2,7,193489,1
3596,354,4,4,171916,3
3597,581,10,7,100181,2
3598,741,11,1,100089,3
3599,558,7,1,84996,2
3600,861,4,2,48238,4
3601,445,8,3,132172,3
3602,690,7,6,140639,2
3603,672,5,1,75373,4
3604,344,7,6,66427,3
3605,696,8,3,135454,1
3606,561,3,3,61855,4
3607,778,3,3,154416,3
3608,864,2,7,192944,0
3609,784,4,3,56495,1
3610,815,11,1,54968,4
3611,871,4,6,80447,2
3612,883,4,4,183247,0
3613,785,2,6,161214,2
3614,886,7,6,93064,0
3615,765,10,1,149501,3
3616,765,3,1,19481,3
3617,321,10,5,186045,2
3618,695,1,5,152322,2
3619,508,2,2,94743,2
3620,862,5,3,158662,4
3621,444,9,3,107380,1
3622,719,4,5,65641,2
3623,648,6,4,101653,3
3624,604,3,2,160046,3
3625,343,9,6,180978,2
3626,406,2,4,31446,2
3627,449,8,5,3585,3
3628,563,11,6,134168,4
3629,409,3,4,165158,0
3630,317,8,3,173052,3
3631,635,3,5,127384,0
3632,538,11,6,116279,2
3633,627,4,4,51612,1
3634,593,8,2,159194,2
3635,712,10,2,183135,2
3636,760,4,1,135198,2
3637,380,11,7,161040,3
3638,554,9,6,175597,3
3639,662,9,5,40680,1
3640,756,6,5,33606,0
3641,742,1,6,24428,0
3642,832,9,5,170188,0
3643,537,9,3,2270,2
3644,560,7,3,34049,1
3645,572,9,5,159464,2
3646,579,8,6,79080,1
3647,449,9,4,88132,4
3648,451,9,3,133901,3
3649,872,7,6,124432,2
3650,311,6,5,82874,4
3651,313,2,3,37507,0
3652,810,7,6,138348,4
3653,841,1,1,184188,3
3654,744,6,2,23000,3
3655,617,6,7,113725,3
3656,537,7,1,41531,4
3657,838,2,5,127347,0
3658,373,4,6,148356,2
3659,733,2,2,192340,0
3660,597,4,4,102111,1
3661,595,3,5,3919,1
3662,313,2,4,143268,2
3663,694,2,4,182794,3
3664,490,3,3,158944,2
3665,720,10,3,162610,4
3666,405,4,2,138779,3
3667,693,7,2,89796,2
3668,737,4,6,20959,2
3669,306,11,3,52980,4
3670,380,7,7,19958,4
3671,784,4,2,175279,0
3672,656,3,6,16150,1
3673,610,8,1,135496,2
3674,805,3,5,51250,0
3675,818,11,1,146343,3
3676,748,8,5,77531,3
3677,584,2,6,14582,1
3678,581,3,3,45067,3
3679,373,4,7,197805,1
3680,344,3,1,125971,3
3681,828,6,7,69224,3
3682,756,9,4,8098,2
3683,874,10,1,154585,4
3684,706,8,2,109064,2
3685,392,4,1,10062,0
3686,621,2,3,67045,4
3687,765,10,3,93568,2
3688,853,1,7,95503,4
3689,626,11,2,57249,4
3690,882,4,5,163418,4
3691,867,5,2,197453,3
3692,890,2,6,101554,4
3693,714,3,5,38439,3
3694,798,4,3,137082,4
3695,739,3,7,1984,3
3696,731,8,7,34563,4
3697,627,11,3,113350,0
3698,556,2,6,198455,2
3699,853,9,5,117079,4
3700,373,11,1,106897,0
3701,533,6,1,131257,2
3702,820,1,2,20377,1
3703,842,8,7,139699,4
3704,557,10,3,169297,1
3705,528,6,1,169411,2
3706,544,4,3,13591,2
3707,726,6,2,27808,4
3708,755,2,4,93424,0
3709,772,1,3,10629,4
3710,862,6,4,58745,0
3711,473,8,7,113343,4
3712,374,5,3,116565,0
3713,398,8,5,20538,3
3714,812,3,6,63785,0
3715,423,6,4,26482,0
3716,416,1,5,2095,2
3717,642,3,6,45482,1
3718,532,4,5,35574,4
3719,428,5,2,121684,2
3720,673,3,2,48911,1
3721,874,8,1,51828,2
3722,535,5,4,74935,2
3723,489,7,1,76093,4
3724,467,5,7,63496,3
3725,590,8,4,6501,2
3726,640,1,2,125289,4
3727,694,3,2,161732,0
3728,773,3,6,44885,1
3729,438,10,6,46217,4
3730,490,10,2,11255,3
3731,867,3,7,188405,4
3732,818,6,4,126670,4
3733,350,9,7,25821,0
3734,850,6,7,194581,1
3735,597,5,2,131865,1
3736,371,1,1,90988,3
3737,555,2,5,52754,1
3738,608,11,6,82297,0
3739,390,1,7,153623,3
3740,448,6,4,15015,0
3741,329,3,5,86401,0
3742,761,5,1,89205,4
3743,684,6,3,134569,4
3744,817,5,6,194724,4
3745,672,3,2,6850,2
3746,496,2,6,68323,0
3747,489,2,6,128948,1
3748,378,2,6,51964,3
3749,846,10,1,118611,2
3750,371,4,3,101865,4
3751,342,4,4,191740,2
3752,432,3,1,100219,2
3753,405,8,4,92004,0
3754,656,4,5,23755,0
3755,307,8,5,8313,1
3756,642,11,4,128192,3
3757,736,3,7,77524,3
3758,379,11,5,29965,4
3759,855,2,5,20199,1
3760,691,8,2,179456,3
3761,875,6,4,178294,2
3762,587,2,4,103897,2
3763,412,7,3,133048,3
3764,525,10,6,18133,2
3765,632,7,2,188804,2
3766,716,4,1,22183,4
3767,577,8,2,106759,2
3768,302,3,1,20399,3
3769,844,9,4,143890,0
3770,777,11,2,42228,2
3771,709,5,7,109631,3
3772,606,3,3,124642,2
3773,513,9,6,190138,1
3774,329,2,5,100709,4
3775,718,2,1,116126,0
3776,836,3,5,16369,2
3777,327,9,6,17698,3
3778,386,11,4,55148,0
3779,325,10,4,116279,2
3780,419,3,4,178619,1
3781,691,5,5,163707,3
3782,656,9,6,66115,4
3783,652,10,7,161388,2
3784,314,6,4,164439,3
3785,604,6,4,177322,2
3786,553,11,5,186757,4
3787,819,1,4,168510,1
3788,485,11,6,115337,4
3789,686,2,1,189272,4
3790,799,9,2,150365,4
3791,313,8,1,123715,0
3792,529,2,7,144360,3
3793,390,5,4,33509,2
3794,703,5,6,143526,1
3795,804,6,6,128265,2
3796,303,4,4,130886,0
3797,518,9,7,177927,1
3798,887,5,7,151726,0
3799,515,4,4,193746,2
3800,458,9,4,26829,1
3801,878,2,5,61641,2
3802,672,11,6,55738,3
3803,316,11,2,9981,0
3804,794,2,5,126084,3
3805,765,3,5,143331,3
3806,743,10,6,168393,2
3807,380,4,7,111945,2
3808,465,10,4,173844,4
3809,656,9,1,162452,4
3810,533,5,6,36348,1
3811,461,2,1,156621,2
3812,474,3,3,34172,0
3813,662,8,6,93859,2
3814,675,6,2,9144,2
3815,473,5,6,20228,3
3816,537,4,3,68872,3
3817,462,4,5,172686,4
3818,537,8,3,15013,1
3819,531,6,7,197697,1
3820,887,5,3,162068,2
3821,816,5,6,162209,0
3822,535,6,3,122416,3
3823,622,11,2,31080,0
3824,843,11,6,184818,3
3825,706,3,1,76253,2
3826,476,7,1,92807,1
3827,799,1,3,29266,2
3828,418,5,6,103345,3
3829,489,6,2,164760,1
3830,664,2,1,45122,0
3831,785,2,4,91864,0
3832,378,9,6,132787,4
3833,621,2,7,113541,0
3834,438,3,6,147235,4
3835,635,1,7,150897,1
3836,701,9,1,119117,2
3837,525,1,1,39036,2
3838,565,4,2,124354,1
3839,632,7,2,184045,1
3840,523,2,1,49805,3
3841,871,8,4,156516,0
3842,859,8,4,130465,0
3843,892,3,7,56303,0
3844,819,4,3,155852,4
3845,548,11,3,109613,0
3846,720,7,1,112294,3
3847,486,5,1,148105,2
3848,548,5,1,109583,2
3849,426,2,6,151357,4
3850,387,6,4,118788,3
3851,344,4,5,127535,1
3852,545,5,3,156830,2
3853,710,11,3,161682,3
3854,517,5,5,171672,1
3855,726,2,1,43582,4
3856,314,8,3,99387,0
3857,634,11,4,65908,3
3858,836,1,5,83005,2
3859,791,2,4,142006,4
3860,591,7,6,116998,3
3861,416,7,1,48647,4
3862,891,2,3,10132,1
3863,768,1,7,149492,3
3864,851,10,4,84320,0
3865,892,1,5,37248,1
3866,686,1,7,54972,0
3867,882,6,1,61355,4
3868,492,10,3,56310,0
3869,400,7,3,198332,1
3870,369,2,7,33955,1
3871,473,6,1,64348,1
3872,743,4,1,54982,4
3873,732,9,1,36540,2
3874,514,11,6,131188,4
3875,836,8,4,101884,1
3876,618,8,2,184924,4
3877,585,2,6,20323,3
3878,524,11,3,198746,3
3879,648,5,7,8211,2
3880,687,2,4,58547,4
3881,640,3,5,48003,4
3882,803,8,3,33148,3
3883,370,5,6,157008,1
3884,428,4,2,129125,0
3885,743,5,5,116831,1
3886,589,8,3,99517,2
3887,898,10,7,84768,0
3888,686,7,2,192798,1
3889,317,6,1,67141,4
3890,854,2,2,147496,4
3891,375,10,3,148821,3
3892,852,5,2,84148,4
3893,664,10,6,34666,4
3894,579,9,3,29858,2
3895,579,9,3,175803,0
3896,742,9,7,28640,1
3897,628,3,2,153836,1
3898,835,9,2,48937,2
3899,807,9,6,17473,0
3900,749,5,5,182212,4
3901,674,6,5,57209,2
3902,595,7,4,145533,4
3903,775,10,3,137635,1
3904,692,10,5,12403,2
3905,408,10,7,27065,2
3906,658,6,4,180446,2
3907,588,5,6,6429,1
3908,717,1,3,59793,1
3909,617,4,6,10282,3
3910,640,8,7,56351,1
3911,616,8,4,78357,1
3912,648,6,5,131564,4
3913,326,3,4,183839,1
3914,700,8,2,140414,0
3915,615,7,6,146725,4
3916,858,11,4,196724,3
3917,667,9,6,6434,0
3918,642,3,1,198591,3
3919,664,11,1,199427,2
3920,372,6,4,83896,2
3921,421,1,1,121837,2
3922,485,8,4,7460,1
3923,618,2,6,145988,1
3924,893,5,7,141450,4
3925,841,6,7,103205,0
3926,652,4,4,69975,0
3927,654,9,4,28140,2
3928,405,3,1,57385,2
3929,717,2,3,108843,1
3930,504,3,4,17213,3
3931,864,5,4,96424,0
3932,681,1,2,39252,0
3933,596,10,2,57689,3
3934,578,4,5,102711,0
3935,488,1,1,110121,0
3936,842,9,3,29328,1
3937,749,3,7,124546,0
3938,557,2,4,110700,2
3939,752,5,7,177981,2
3940,871,1,4,92276,4
3941,377,10,1,64823,1
3942,322,7,5,5953,1
3943,802,9,5,9840,2
3944,484,1,2,112391,1
3945,846,8,7,71482,1
3946,812,8,1,198595,4
3947,348,7,5,85110,3
3948,467,10,5,169463,0
3949,320,4,7,84705,4
3950,691,7,3,10719,3
3951,404,2,2,7149,0
3952,589,6,2,188040,2
3953,725,11,2,46279,3
3954,528,5,6,133973,0
3955,480,5,5,150859,4
3956,651,11,4,85905,0
3957,524,8,6,101154,1
3958,533,1,5,92119,0
3959,565,8,5,71691,2
3960,613,4,7,157193,4
3961,798,10,1,138089,3
3962,517,6,7,91636,0
3963,510,6,2,13202,4
3964,398,1,2,67616,2
3965,687,8,7,3021,3
3966,644,4,3,188398,0
3967,552,9,2,109654,2
3968,823,7,5,143451,1
3969,417,11,1,108826,4
3970,899,4,3,132842,4
3971,508,1,5,123868,0
3972,708,9,5,10933,2
3973,780,10,6,29981,3
3974,628,6,3,144453,3
3975,482,6,6,139431,3
3976,716,1,5,57097,3
3977,382,5,5,155902,0
3978,553,4,6,47134,0
3979,304,11,1,177144,4
3980,602,1,1,92470,2
3981,835,7,6,143060,1
3982,727,4,1,35364,0
3983,526,3,2,75283,3
3984,862,2,3,12763,1
3985,689,8,1,38122,4
3986,863,5,5,126640,3
3987,311,10,2,43607,2
3988,636,9,3,110555,1
3989,428,5,1,83823,4
3990,310,10,1,28033,0
3991,789,1,3,112479,2
3992,571,10,1,181366,3
3993,656,5,6,121708,1
3994,391,5,3,114036,4
3995,308,8,3,102090,1
3996,422,6,5,61039,2
3997,580,11,7,196529,0
3998,757,5,3,106249,0
3999,750,8,7,3759,2
4000,706,1,4,61693,3
4001,355,5,1,160381,1
4002,678,3,7,76449,3
4003,801,5,5,167993,4
4004,322,3,7,112994,3
4005,544,4,2,102135,2
4006,717,11,7,23896,0
4007,530,9,7,9649,2
4008,509,2,4,64506,2
4009,461,10,3,59620,1
4010,676,1,2,74067,2
4011,469,4,7,88232,4
4012,638,8,2,80504,1
4013,773,5,2,40970,1
4014,526,9,2,110811,3
4015,662,10,5,68144,2
4016,778,3,5,168734,3
4017,854,9,2,51248,3
4018,774,1,4,50778,1
4019,494,2,1,164149,3
4020,311,9,6,185941,3
4021,794,9,1,30863,1
4022,361,10,5,161471,1
4023,828,5,4,86331,0
4024,570,10,4,199752,2
4025,837,4,3,132971,0
4026,856,9,5,131942,1
4027,364,10,4,198305,4
4028,779,2,4,121768,3
4029,789,3,1,175962,3
4030,367,8,4,86975,1
4031,661,1,4,172071,3
4032,871,2,7,95303,0
4033,318,5,2,45577,3
4034,844,7,7,184664,4
4035,390,10,1,168256,2
4036,537,9,1,101793,0
4037,761,3,2,7594,2
4038,323,11,1,179054,2
4039,526,4,3,7377,4
4040,680,10,6,195210,4
4041,305,1,3,18176,4
4042,869,1,5,158723,4
4043,656,1,6,127423,0
4044,456,4,1,188972,4
4045,500,9,1,51074,0
4046,524,8,3,2481,3
4047,762,4,5,57139,2
4048,556,8,7,172345,3
4049,892,7,5,9933,3
4050,730,6,3,100749,1
4051,724,10,3,58718,3
4052,706,2,6,6768,3
4053,404,3,2,157271,1
4054,551,4,5,72978,3
4055,398,7,5,75776,1
4056,477,8,2,1605,0
