id,age,gender,education,employment_type,annual_income,loan_amount,loan_term,purpose,home_ownership,dependents
4252,43,Female,Diploma,Salaried,241454,119541,24,Personal,Owned,2
4253,52,Male,Diploma,Self-Employed,96942,15002,24,Home,Mortgaged,2
4254,53,Male,High School,Business,125147,53586,48,Education,Owned,0
4255,25,Male,Diploma,Self-Employed,110975,73737,48,Car,Mortgaged,1
4256,63,Male,Diploma,Self-Employed,25972,134157,24,Personal,Owned,0
4257,54,Female,Bachelor,Business,68063,32048,48,Personal,Rented,5
4258,60,Male,Diploma,Salaried,216560,132912,12,Home,Owned,5
4259,31,Female,Master,Self-Employed,150017,84517,60,Personal,Rented,3
4260,23,Male,Bachelor,Business,77055,126443,12,Education,Mortgaged,1
4261,53,Female,Bachelor,Salaried,215438,57634,36,Personal,Rented,4
4262,31,Female,Bachelor,Business,162003,66491,24,Home,Rented,2
4263,36,Male,High School,Business,158774,127416,12,Personal,Rented,5
4264,38,Female,Bachelor,Business,104834,10565,12,Home,Rented,5
4265,50,Male,Diploma,Salaried,172612,85483,48,Personal,Mortgaged,3
4266,30,Female,Master,Self-Employed,77450,111234,48,Car,Owned,2
4267,38,Female,Bachelor,Self-Employed,248648,77053,48,Home,Owned,2
4268,58,Female,Bachelor,Business,85252,19287,36,Education,Owned,2
4269,39,Male,Master,Business,66904,82365,12,Education,Owned,5
4270,56,Female,Bachelor,Salaried,72320,138494,60,Personal,Rented,4
4271,33,Male,High School,Business,51000,34060,48,Car,Mortgaged,3
4272,23,Female,Diploma,Business,115341,46633,36,Personal,Mortgaged,2
4273,30,Female,Master,Business,22599,110251,36,Personal,Owned,2
4274,58,Female,Master,Self-Employed,107636,18790,48,Car,Owned,1
4275,21,Female,High School,Business,247117,136059,24,Home,Mortgaged,2
4276,47,Female,Diploma,Self-Employed,235791,8668,12,Education,Mortgaged,1
4277,28,Female,High School,Salaried,207237,81280,48,Car,Rented,3
4278,62,Male,Diploma,Salaried,209927,33754,60,Personal,Mortgaged,3
4279,37,Male,High School,Self-Employed,20018,90058,12,Home,Mortgaged,3
4280,29,Male,Bachelor,Self-Employed,151930,9509,36,Personal,Rented,1
4281,26,Female,High School,Self-Employed,177064,138572,60,Home,Rented,5
4282,63,Male,Master,Self-Employed,183652,123981,12,Education,Rented,5
4283,45,Female,Master,Business,90916,80440,60,Education,Mortgaged,4
4284,59,Male,Master,Self-Employed,186872,31921,36,Home,Mortgaged,4
4285,48,Male,High School,Self-Employed,139193,59551,48,Education,Mortgaged,5
4286,53,Female,Master,Self-Employed,78770,21683,60,Personal,Rented,5
4287,57,Female,Master,Business,206013,82952,48,Home,Mortgaged,2
4288,29,Male,Bachelor,Business,235523,19833,36,Personal,Mortgaged,3
4289,38,Male,Bachelor,Business,57487,23290,36,Home,Rented,5
4290,41,Male,Diploma,Salaried,164015,19003,60,Personal,Owned,0
4291,22,Male,Diploma,Business,122342,128086,60,Education,Owned,5
4292,63,Female,Diploma,Self-Employed,81457,76656,36,Car,Mortgaged,2
4293,58,Male,High School,Business,38836,46253,60,Personal,Rented,5
4294,60,Female,Diploma,Business,121150,93022,60,Home,Rented,4
4295,56,Female,High School,Self-Employed,31394,92231,60,Education,Mortgaged,4
4296,63,Male,High School,Business,92158,109791,60,Home,Mortgaged,3
4297,57,Female,Diploma,Salaried,144660,37716,12,Personal,Owned,1
4298,35,Male,Diploma,Business,130599,11880,36,Home,Rented,2
4299,48,Female,High School,Salaried,45280,33949,36,Home,Mortgaged,1
4300,38,Female,Bachelor,Salaried,144221,71064,24,Personal,Rented,4
4301,54,Male,Master,Salaried,97318,48093,48,Education,Mortgaged,3
4302,42,Female,Master,Self-Employed,152231,92941,24,Education,Owned,4
4303,31,Female,Master,Business,90162,132668,60,Personal,Mortgaged,3
4304,33,Male,Bachelor,Salaried,174512,129240,60,Education,Owned,5
4305,24,Female,High School,Salaried,228238,48322,12,Car,Owned,0
4306,42,Female,Diploma,Business,72712,53181,12,Home,Mortgaged,1
4307,27,Male,High School,Self-Employed,129578,92972,12,Personal,Mortgaged,2
4308,63,Male,High School,Self-Employed,198728,117431,12,Car,Owned,3
4309,44,Female,Diploma,Salaried,157661,95179,12,Home,Rented,5
4310,24,Female,Bachelor,Self-Employed,68241,88562,12,Personal,Rented,5
4311,48,Female,Master,Business,43233,145284,12,Education,Owned,0
4312,35,Male,Master,Self-Employed,186083,149922,12,Personal,Owned,5
4313,21,Female,High School,Business,28177,44767,12,Personal,Mortgaged,5
4314,23,Female,Bachelor,Salaried,185600,12322,36,Home,Mortgaged,0
4315,34,Female,Master,Business,134506,40911,12,Home,Owned,1
4316,58,Female,Bachelor,Salaried,81351,10678,48,Home,Owned,5
4317,21,Female,Diploma,Business,111908,70265,12,Car,Rented,3
4318,58,Female,High School,Business,207903,71918,60,Education,Rented,2
4319,58,Male,High School,Self-Employed,71827,65510,60,Personal,Rented,2
4320,41,Male,Bachelor,Business,174580,47202,12,Personal,Owned,2
4321,49,Female,Master,Salaried,206005,137777,12,Education,Owned,4
4322,25,Female,Bachelor,Business,100501,92983,60,Personal,Rented,4
4323,30,Male,Diploma,Salaried,88772,95016,48,Home,Rented,3
4324,48,Male,Master,Salaried,35611,36051,24,Personal,Mortgaged,5
4325,41,Male,Master,Business,173354,122282,36,Education,Mortgaged,5
4326,27,Female,Bachelor,Self-Employed,61003,82665,60,Car,Owned,2
4327,23,Female,Diploma,Business,232437,129559,12,Car,Mortgaged,0
4328,40,Female,Master,Business,225288,127827,36,Education,Owned,5
4329,39,Female,High School,Self-Employed,162412,34402,12,Personal,Owned,2
4330,55,Male,Diploma,Salaried,116629,7704,24,Personal,Owned,3
4331,24,Male,Master,Business,106643,32027,24,Car,Rented,2
4332,25,Male,Bachelor,Self-Employed,94684,64092,60,Personal,Mortgaged,1
4333,21,Male,Master,Self-Employed,128610,10725,36,Car,Mortgaged,2
4334,24,Female,High School,Salaried,140332,69105,36,Education,Mortgaged,5
4335,32,Female,Diploma,Self-Employed,103035,97305,24,Education,Mortgaged,5
4336,47,Male,Master,Salaried,38165,67993,12,Personal,Rented,0
4337,62,Male,High School,Business,129322,102681,60,Home,Mortgaged,3
4338,43,Male,Master,Self-Employed,241834,113033,48,Home,Mortgaged,3
4339,45,Male,Master,Business,169332,35027,24,Car,Rented,0
4340,41,Male,Diploma,Self-Employed,74515,148839,24,Education,Mortgaged,3
4341,44,Female,Bachelor,Self-Employed,241524,92017,60,Car,Mortgaged,2
4342,45,Female,Bachelor,Business,129446,23354,12,Education,Rented,3
4343,52,Male,High School,Self-Employed,50480,53777,36,Car,Rented,2
4344,52,Male,High School,Business,203599,54966,24,Car,Rented,3
4345,25,Male,High School,Business,79789,21515,60,Car,Rented,5
4346,56,Female,Diploma,Salaried,202974,103698,60,Personal,Owned,2
4347,62,Female,Bachelor,Business,52191,8573,60,Home,Rented,2
4348,62,Female,High School,Salaried,79488,110410,36,Education,Mortgaged,5
4349,59,Male,High School,Business,226154,48915,24,Car,Mortgaged,0
4350,36,Female,Master,Self-Employed,187116,10060,60,Home,Mortgaged,0
4351,53,Male,Master,Business,200672,134471,36,Car,Mortgaged,5
4352,41,Female,High School,Self-Employed,107457,60421,12,Car,Owned,4
4353,29,Female,Master,Salaried,199848,50610,48,Education,Owned,0
4354,26,Female,Master,Self-Employed,122476,15933,24,Personal,Owned,2
4355,55,Male,Master,Business,163908,77168,36,Car,Mortgaged,2
4356,59,Male,Diploma,Self-Employed,94525,48898,48,Education,Mortgaged,3
4357,42,Female,High School,Salaried,72648,10589,48,Personal,Rented,3
4358,61,Male,High School,Self-Employed,33740,16612,36,Personal,Rented,4
4359,25,Male,Master,Self-Employed,115716,52611,36,Home,Mortgaged,2
4360,62,Male,Diploma,Business,164174,23888,36,Home,Rented,4
4361,43,Male,Master,Business,231965,24417,60,Car,Rented,2
4362,37,Male,Diploma,Self-Employed,202406,50440,12,Home,Mortgaged,0
4363,32,Male,High School,Salaried,149677,16891,60,Education,Owned,3
4364,43,Male,Master,Self-Employed,133917,77131,48,Education,Mortgaged,5
4365,36,Female,High School,Salaried,181327,67093,48,Home,Mortgaged,5
4366,23,Male,Diploma,Salaried,121630,33557,48,Education,Rented,4
4367,50,Male,Bachelor,Salaried,45221,116129,36,Education,Rented,1
4368,42,Female,Diploma,Self-Employed,83265,88817,24,Car,Mortgaged,5
4369,29,Female,Bachelor,Salaried,20719,7192,60,Car,Owned,2
4370,49,Female,High School,Self-Employed,234514,39946,24,Education,Mortgaged,0
4371,57,Female,High School,Salaried,174212,54884,12,Home,Owned,1
4372,43,Male,Master,Salaried,206851,51360,12,Education,Owned,0
4373,33,Female,Bachelor,Self-Employed,152141,68252,60,Personal,Mortgaged,0
4374,52,Female,Diploma,Business,74714,133651,48,Personal,Mortgaged,2
4375,43,Male,High School,Business,93285,46472,12,Personal,Mortgaged,0
4376,37,Male,Bachelor,Self-Employed,32935,40455,24,Car,Owned,4
4377,60,Male,Diploma,Self-Employed,139362,33672,24,Home,Rented,1
4378,41,Female,Bachelor,Business,64035,8756,36,Education,Owned,0
4379,22,Male,Diploma,Business,146687,111927,48,Home,Owned,5
4380,57,Female,Diploma,Business,116256,75030,36,Home,Owned,5
4381,26,Male,Diploma,Self-Employed,179009,63151,60,Home,Rented,0
4382,64,Male,Diploma,Salaried,38540,39047,12,Personal,Owned,3
4383,38,Female,Bachelor,Self-Employed,93480,138293,36,Education,Owned,3
4384,50,Male,Bachelor,Business,68702,10164,36,Car,Owned,4
4385,42,Male,Master,Salaried,98283,38622,60,Home,Rented,5
4386,53,Male,Bachelor,Self-Employed,227113,40980,24,Home,Owned,3
4387,50,Male,Bachelor,Business,228305,124528,24,Personal,Rented,0
4388,37,Male,Master,Self-Employed,187979,89688,60,Personal,Rented,5
4389,63,Female,Bachelor,Salaried,166293,83066,24,Education,Mortgaged,0
4390,52,Female,Diploma,Business,74781,124947,60,Car,Mortgaged,1
4391,62,Male,High School,Self-Employed,27087,93660,24,Car,Mortgaged,5
4392,34,Female,High School,Salaried,238070,113115,60,Personal,Rented,3
4393,30,Female,Master,Salaried,42789,38043,24,Education,Mortgaged,2
4394,56,Female,Bachelor,Self-Employed,207095,126886,36,Home,Mortgaged,3
4395,54,Male,Bachelor,Salaried,184472,82831,36,Education,Mortgaged,0
4396,29,Male,Master,Business,153271,71250,24,Car,Rented,1
4397,62,Male,High School,Salaried,198388,71345,60,Personal,Owned,3
4398,48,Female,Diploma,Self-Employed,107273,90898,36,Home,Mortgaged,1
4399,31,Female,Bachelor,Business,203134,136108,12,Home,Mortgaged,3
4400,34,Male,Master,Salaried,135310,95034,24,Car,Mortgaged,4
4401,59,Male,Diploma,Salaried,222681,98923,12,Home,Mortgaged,0
4402,39,Female,Master,Business,167816,15273,12,Education,Rented,0
4403,35,Female,Master,Business,227167,132419,48,Car,Owned,2
4404,48,Male,Master,Salaried,206589,57460,12,Car,Owned,0
4405,44,Female,High School,Business,118231,115803,12,Home,Mortgaged,2
4406,28,Female,High School,Self-Employed,199937,81939,48,Car,Owned,0
4407,63,Female,Master,Salaried,225009,19017,48,Personal,Mortgaged,3
4408,29,Female,Bachelor,Self-Employed,228267,87901,48,Education,Mortgaged,3
4409,53,Female,Diploma,Salaried,33894,118000,60,Car,Owned,4
4410,53,Female,Bachelor,Self-Employed,180232,44215,48,Personal,Owned,3
4411,39,Female,High School,Self-Employed,73095,17583,60,Home,Rented,1
4412,23,Male,Diploma,Business,49272,52025,24,Car,Mortgaged,3
4413,30,Male,Master,Salaried,74021,62943,60,Personal,Owned,2
4414,60,Female,Bachelor,Business,241120,145586,24,Home,Rented,5
4415,62,Female,Bachelor,Business,53645,6511,48,Personal,Owned,4
4416,21,Female,Master,Salaried,132079,87151,48,Home,Owned,5
4417,49,Male,Bachelor,Self-Employed,41179,29225,24,Education,Mortgaged,5
4418,54,Male,High School,Salaried,30691,34152,36,Car,Rented,1
4419,33,Female,Master,Salaried,149436,111053,60,Education,Mortgaged,1
4420,21,Male,Bachelor,Salaried,232718,71107,12,Education,Owned,0
4421,54,Female,Master,Business,65311,129387,48,Car,Rented,2
4422,49,Female,Diploma,Salaried,115381,65910,60,Education,Mortgaged,5
4423,33,Female,Master,Salaried,190110,47530,60,Education,Rented,3
4424,49,Female,Bachelor,Salaried,44967,83753,48,Personal,Owned,3
4425,59,Female,High School,Self-Employed,48478,46999,24,Home,Rented,0
4426,44,Female,Master,Self-Employed,206847,11609,48,Education,Owned,3
4427,46,Female,Master,Self-Employed,221696,54322,60,Car,Mortgaged,1
4428,37,Male,Bachelor,Self-Employed,60332,10151,36,Personal,Owned,3
4429,27,Female,High School,Business,158138,11406,24,Home,Owned,5
4430,33,Male,High School,Business,59313,67678,48,Education,Rented,3
4431,25,Female,Diploma,Salaried,87857,52062,12,Education,Rented,1
4432,46,Female,Diploma,Business,65900,116377,48,Car,Mortgaged,2
4433,23,Male,Bachelor,Self-Employed,241141,58830,60,Education,Rented,5
4434,27,Male,High School,Salaried,241117,18133,60,Car,Mortgaged,2
4435,59,Female,High School,Salaried,146861,17209,12,Education,Owned,1
4436,21,Male,Diploma,Self-Employed,61098,114828,24,Education,Owned,1
4437,37,Female,Diploma,Self-Employed,28294,79681,60,Car,Rented,5
4438,63,Female,Bachelor,Self-Employed,213652,59345,24,Home,Owned,4
4439,45,Male,High School,Business,189173,47585,24,Personal,Owned,4
4440,23,Male,Master,Salaried,176131,39638,48,Car,Mortgaged,3
4441,35,Male,Diploma,Self-Employed,116784,25645,24,Home,Rented,5
4442,49,Male,Bachelor,Salaried,60626,23408,60,Home,Mortgaged,5
4443,63,Female,High School,Salaried,40703,17521,60,Car,Owned,3
4444,52,Male,High School,Business,123693,92414,36,Personal,Owned,4
4445,46,Male,Diploma,Salaried,212489,133432,24,Car,Owned,3
4446,36,Male,Bachelor,Self-Employed,210300,128520,36,Education,Rented,2
4447,45,Male,Master,Self-Employed,154277,43221,48,Education,Owned,2
4448,48,Male,Diploma,Salaried,186001,105131,36,Home,Owned,0
4449,29,Female,Bachelor,Salaried,234456,21923,24,Education,Mortgaged,4
4450,21,Female,High School,Business,184483,86761,60,Personal,Rented,2
4451,49,Male,Master,Self-Employed,231594,12202,48,Car,Owned,0
4452,42,Male,Bachelor,Self-Employed,31628,100675,24,Personal,Mortgaged,1
4453,36,Female,Master,Salaried,123655,115443,48,Home,Owned,5
4454,61,Male,Bachelor,Salaried,221161,16218,12,Education,Mortgaged,2
4455,64,Female,Bachelor,Salaried,26518,50692,24,Education,Owned,0
4456,61,Female,Bachelor,Self-Employed,189563,102148,12,Car,Rented,3
4457,27,Male,Bachelor,Salaried,159018,11716,36,Personal,Rented,5
4458,34,Female,Master,Business,20610,21088,24,Personal,Mortgaged,0
4459,49,Male,Diploma,Business,220910,36001,12,Car,Owned,2
4460,39,Male,Master,Salaried,54311,136022,60,Education,Rented,3
4461,39,Female,Bachelor,Business,146419,9286,36,Home,Owned,3
4462,22,Female,Master,Business,61876,140811,24,Home,Rented,0
4463,61,Male,Master,Business,231264,35158,24,Car,Mortgaged,0
4464,35,Female,Master,Business,70333,105393,60,Car,Rented,2
4465,23,Male,Bachelor,Business,202370,10605,60,Car,Owned,3
4466,31,Female,Master,Self-Employed,104192,61492,12,Personal,Owned,4
4467,50,Female,High School,Salaried,61811,8321,12,Education,Owned,0
4468,60,Male,Bachelor,Business,90072,17170,12,Education,Mortgaged,4
4469,38,Male,Master,Salaried,135407,61045,48,Car,Mortgaged,4
4470,22,Male,High School,Business,62974,145005,36,Home,Owned,3
4471,52,Female,Master,Self-Employed,170928,145978,24,Personal,Owned,2
4472,28,Male,Diploma,Self-Employed,195902,115540,36,Car,Rented,4
4473,42,Male,Master,Business,101983,106101,60,Personal,Rented,2
4474,26,Female,Master,Business,65823,5818,36,Car,Rented,0
4475,32,Female,Diploma,Business,118863,13434,36,Personal,Owned,3
4476,60,Male,Bachelor,Self-Employed,120037,126494,12,Home,Rented,1
4477,56,Male,Diploma,Self-Employed,225469,35571,60,Home,Owned,3
4478,35,Male,Bachelor,Salaried,236886,45694,36,Home,Mortgaged,1
4479,48,Male,Diploma,Self-Employed,87078,99426,24,Home,Rented,5
4480,38,Female,Master,Business,127767,123792,12,Education,Owned,0
4481,22,Female,Master,Salaried,87951,50485,36,Education,Owned,2
4482,33,Male,Bachelor,Self-Employed,129287,148141,60,Personal,Mortgaged,0
4483,35,Male,Bachelor,Self-Employed,163977,62198,24,Car,Mortgaged,3
4484,40,Male,High School,Business,41601,103316,60,Education,Mortgaged,1
4485,49,Female,High School,Salaried,123691,93970,60,Car,Mortgaged,5
4486,62,Male,Master,Self-Employed,238171,77928,60,Personal,Rented,1
4487,49,Male,Master,Self-Employed,192027,92798,48,Car,Mortgaged,3
4488,23,Female,High School,Business,223251,57290,24,Home,Owned,3
4489,39,Female,High School,Salaried,68435,127664,60,Home,Owned,0
4490,23,Male,Bachelor,Salaried,175116,148004,48,Education,Owned,4
4491,34,Male,Diploma,Salaried,31246,16766,12,Personal,Owned,1
4492,60,Female,Bachelor,Salaried,22458,93247,48,Education,Owned,3
4493,24,Male,High School,Business,209579,18292,12,Education,Mortgaged,0
4494,31,Male,Master,Self-Employed,26028,77944,48,Education,Owned,4
4495,51,Female,High School,Self-Employed,139247,111446,60,Personal,Mortgaged,2
4496,63,Female,Master,Salaried,71901,39533,48,Home,Mortgaged,3
4497,52,Female,Master,Salaried,157378,85773,48,Home,Mortgaged,4
4498,47,Male,Master,Salaried,126555,129433,60,Education,Mortgaged,2
4499,50,Female,Master,Self-Employed,47678,141850,12,Car,Rented,5
4500,63,Female,Diploma,Self-Employed,110444,40059,60,Home,Rented,2
4501,22,Male,High School,Salaried,32363,127418,24,Home,Rented,0
4502,29,Male,Bachelor,Business,165138,140938,48,Personal,Rented,1
4503,48,Female,Master,Self-Employed,83804,78965,24,Home,Rented,3
4504,51,Female,Master,Self-Employed,134433,65661,60,Home,Owned,4
4505,54,Male,Bachelor,Salaried,68544,48352,60,Education,Rented,5
4506,35,Male,Bachelor,Business,118247,115051,36,Education,Owned,5
4507,45,Female,Master,Salaried,20189,93373,24,Personal,Owned,2
4508,56,Female,Bachelor,Salaried,31752,39075,36,Personal,Mortgaged,5
4509,28,Male,Bachelor,Business,27482,96931,24,Car,Mortgaged,1
4510,29,Female,Diploma,Business,36679,29104,36,Home,Mortgaged,2
4511,57,Male,Bachelor,Business,143056,70827,36,Education,Rented,3
4512,59,Female,High School,Self-Employed,241160,74222,24,Education,Owned,3
4513,52,Male,High School,Salaried,20799,137714,60,Home,Rented,5
4514,37,Male,High School,Self-Employed,241989,102013,12,Personal,Mortgaged,0
4515,55,Female,Master,Business,141691,67845,60,Education,Mortgaged,3
4516,57,Female,High School,Self-Employed,161006,13769,12,Personal,Owned,3
4517,39,Male,Diploma,Business,77558,100369,24,Education,Owned,3
4518,64,Female,High School,Business,79223,55375,48,Education,Mortgaged,1
4519,49,Female,Master,Salaried,235692,17268,60,Car,Rented,4
4520,27,Female,Diploma,Salaried,61556,146916,36,Education,Rented,4
4521,48,Male,High School,Salaried,160981,79174,60,Home,Owned,5
4522,29,Female,Diploma,Self-Employed,111467,107677,24,Home,Mortgaged,3
4523,48,Female,Diploma,Salaried,130719,147305,48,Home,Rented,4
4524,26,Male,Master,Business,111404,35496,48,Personal,Owned,5
4525,49,Female,Master,Salaried,63558,83807,60,Education,Owned,3
4526,37,Female,Diploma,Self-Employed,230454,24465,60,Personal,Owned,4
4527,36,Male,High School,Salaried,238865,144322,60,Car,Rented,4
4528,43,Male,Master,Salaried,179085,65503,24,Education,Owned,5
4529,51,Female,Diploma,Salaried,123018,26310,12,Home,Rented,2
4530,23,Female,Bachelor,Self-Employed,173947,135301,12,Car,Owned,5
4531,41,Male,Bachelor,Business,241325,98518,36,Car,Rented,1
4532,46,Male,Master,Business,31408,37206,24,Education,Mortgaged,2
4533,56,Female,High School,Business,55607,14764,48,Home,Rented,2
4534,62,Female,Bachelor,Salaried,81684,148914,36,Personal,Mortgaged,4
4535,57,Female,Bachelor,Salaried,187353,139048,48,Education,Owned,0
4536,42,Male,Bachelor,Self-Employed,47326,143498,48,Home,Rented,0
4537,62,Female,High School,Business,33601,31710,60,Car,Owned,1
4538,32,Male,High School,Salaried,144594,46387,48,Education,Mortgaged,3
4539,62,Male,Master,Salaried,21135,142558,48,Car,Owned,4
4540,33,Male,Master,Salaried,173813,117418,24,Home,Owned,1
4541,31,Female,Bachelor,Self-Employed,31913,27623,60,Personal,Owned,2
4542,36,Female,High School,Business,30101,28806,60,Personal,Mortgaged,4
4543,28,Female,Diploma,Self-Employed,169703,142045,36,Car,Mortgaged,2
4544,60,Male,Bachelor,Business,223156,119162,60,Car,Rented,1
4545,60,Female,Master,Business,122820,10521,12,Car,Rented,0
4546,22,Male,High School,Salaried,187942,17891,24,Education,Rented,1
4547,50,Male,Master,Salaried,200057,87331,36,Home,Rented,5
4548,50,Male,Master,Salaried,178287,27474,12,Car,Owned,4
4549,32,Male,High School,Salaried,82110,15687,48,Car,Mortgaged,4
4550,30,Male,Bachelor,Salaried,39215,103550,12,Car,Mortgaged,3
4551,64,Male,High School,Business,242190,147081,36,Personal,Owned,0
4552,31,Female,Bachelor,Salaried,165096,93762,60,Car,Rented,4
4553,35,Male,Master,Salaried,96949,93484,24,Home,Mortgaged,0
4554,36,Female,High School,Self-Employed,101855,105475,36,Personal,Owned,4
4555,37,Male,Diploma,Self-Employed,236054,49291,12,Home,Owned,0
4556,46,Female,Bachelor,Business,196555,53296,12,Personal,Rented,5
4557,22,Female,Diploma,Business,126279,45225,36,Personal,Rented,1
4558,32,Female,Bachelor,Self-Employed,248644,39828,36,Education,Mortgaged,0
4559,46,Female,High School,Self-Employed,229229,38712,36,Personal,Mortgaged,2
4560,43,Male,Diploma,Salaried,161583,31823,60,Personal,Rented,5
4561,38,Male,High School,Salaried,141898,141433,36,Home,Mortgaged,1
4562,52,Male,Bachelor,Business,170995,96374,48,Home,Rented,4
4563,58,Male,Bachelor,Self-Employed,161630,85174,24,Car,Owned,4
4564,23,Female,Bachelor,Business,248843,43052,24,Education,Owned,3
4565,58,Female,Bachelor,Salaried,20526,28265,48,Personal,Owned,5
4566,23,Female,Master,Business,21753,95287,12,Education,Mortgaged,2
4567,50,Male,Bachelor,Business,177320,47012,12,Car,Rented,5
4568,21,Female,Diploma,Business,34656,15916,12,Education,Owned,3
4569,50,Male,Bachelor,Salaried,43266,130462,12,Personal,Owned,5
4570,52,Female,High School,Business,84555,80045,60,Home,Mortgaged,1
4571,48,Female,Master,Salaried,82995,94860,48,Education,Mortgaged,3
4572,41,Female,Diploma,Self-Employed,226828,47634,24,Personal,Owned,1
4573,33,Female,Master,Business,234646,100479,48,Car,Mortgaged,3
4574,47,Female,Master,Business,98277,79992,24,Personal,Mortgaged,0
4575,56,Male,Master,Salaried,221449,16369,12,Education,Mortgaged,1
4576,27,Female,High School,Business,122345,24329,60,Personal,Mortgaged,1
4577,42,Male,Master,Salaried,116111,91700,36,Personal,Rented,0
4578,30,Male,Master,Business,85402,107960,36,Education,Mortgaged,0
4579,59,Male,Bachelor,Self-Employed,205248,17410,12,Education,Mortgaged,2
4580,35,Male,High School,Self-Employed,143747,138737,12,Car,Rented,0
4581,35,Male,Diploma,Self-Employed,192805,7684,48,Personal,Mortgaged,3
4582,24,Male,Diploma,Business,34418,24887,60,Home,Mortgaged,0
4583,52,Male,Diploma,Business,57185,142252,60,Education,Owned,0
4584,43,Male,High School,Self-Employed,61745,51779,48,Personal,Owned,1
4585,26,Female,Diploma,Self-Employed,244489,73095,60,Home,Owned,1
4586,44,Female,High School,Salaried,204859,132510,60,Home,Rented,5
4587,40,Male,Bachelor,Salaried,100123,106261,36,Personal,Mortgaged,0
4588,57,Male,Bachelor,Self-Employed,203107,61068,60,Personal,Rented,2
4589,40,Male,High School,Self-Employed,107804,23113,12,Personal,Rented,1
4590,32,Female,Diploma,Business,217056,47861,36,Home,Mortgaged,3
4591,53,Female,High School,Self-Employed,203534,83487,12,Personal,Mortgaged,5
4592,48,Male,High School,Salaried,188425,30617,12,Education,Owned,3
4593,28,Male,Master,Salaried,131055,103330,48,Home,Mortgaged,0
4594,21,Female,High School,Salaried,224716,138655,60,Education,Rented,0
4595,57,Female,Master,Salaried,139097,31250,60,Education,Owned,2
4596,42,Male,Bachelor,Salaried,68302,8055,60,Personal,Rented,0
4597,26,Male,Master,Salaried,142561,77337,60,Education,Mortgaged,5
4598,41,Male,High School,Self-Employed,228051,132615,36,Personal,Owned,4
4599,52,Male,Bachelor,Salaried,173507,107255,24,Home,Mortgaged,4
4600,55,Female,Master,Salaried,77728,65532,12,Education,Owned,0
4601,35,Female,High School,Salaried,118598,94376,24,Personal,Owned,5
4602,25,Male,Bachelor,Salaried,21238,14933,24,Car,Owned,4
4603,26,Male,Master,Self-Employed,231929,36979,24,Personal,Mortgaged,3
4604,45,Male,High School,Business,101610,50047,36,Car,Owned,5
4605,60,Female,High School,Business,164121,9137,24,Personal,Owned,5
4606,49,Male,Diploma,Business,77193,16423,36,Car,Mortgaged,0
4607,27,Male,Diploma,Business,186656,94851,48,Education,Rented,3
4608,60,Male,Master,Salaried,86634,39482,48,Car,Mortgaged,3
4609,33,Female,Master,Business,34679,57483,48,Education,Mortgaged,4
4610,58,Male,Master,Business,54505,39754,36,Education,Owned,2
4611,38,Female,High School,Self-Employed,71341,28363,36,Personal,Mortgaged,3
4612,22,Male,Master,Self-Employed,70374,22085,12,Education,Mortgaged,4
4613,28,Male,High School,Self-Employed,66998,61889,24,Home,Mortgaged,2
4614,31,Male,Master,Salaried,228042,107090,60,Car,Owned,5
4615,53,Female,High School,Salaried,206773,84951,60,Personal,Mortgaged,4
4616,58,Male,High School,Salaried,195931,133227,24,Education,Owned,4
4617,47,Male,Diploma,Self-Employed,147203,134925,60,Car,Mortgaged,0
4618,40,Female,Bachelor,Business,53178,61414,60,Car,Owned,5
4619,32,Female,High School,Self-Employed,178647,122159,60,Home,Owned,5
4620,63,Female,Master,Salaried,170401,91934,36,Car,Mortgaged,1
4621,51,Male,Diploma,Self-Employed,208326,37691,36,Personal,Rented,2
4622,47,Female,Master,Business,127373,59697,36,Personal,Mortgaged,4
4623,52,Male,Master,Salaried,235101,139116,24,Education,Rented,3
4624,30,Female,High School,Business,238438,8883,48,Education,Owned,3
4625,23,Female,High School,Business,124139,36712,60,Personal,Rented,1
4626,47,Female,Bachelor,Salaried,120290,118655,12,Car,Rented,2
4627,55,Male,High School,Business,224734,26545,36,Car,Owned,0
4628,51,Male,High School,Self-Employed,191140,23204,12,Home,Rented,2
4629,35,Male,Bachelor,Business,78951,28268,60,Education,Mortgaged,3
4630,36,Male,Master,Business,107629,89383,48,Car,Rented,3
4631,33,Male,Bachelor,Business,186243,124755,12,Car,Owned,0
4632,55,Male,Bachelor,Self-Employed,159334,101940,60,Education,Rented,0
4633,31,Male,Bachelor,Business,194342,33436,60,Personal,Owned,3
4634,41,Male,Diploma,Business,171857,140197,36,Car,Owned,4
4635,31,Male,Master,Self-Employed,190541,103524,48,Home,Mortgaged,4
4636,50,Female,Diploma,Salaried,88831,91842,60,Car,Owned,0
4637,55,Female,Diploma,Salaried,101223,47973,48,Car,Rented,5
4638,42,Male,High School,Salaried,65643,81369,36,Home,Mortgaged,4
4639,58,Male,Bachelor,Business,218729,92533,12,Personal,Mortgaged,0
4640,51,Male,Bachelor,Salaried,23582,38521,24,Home,Rented,2
4641,34,Male,Diploma,Self-Employed,132781,143560,24,Home,Rented,2
4642,44,Female,High School,Business,181352,44974,24,Education,Mortgaged,2
4643,52,Female,High School,Business,193661,128900,48,Car,Owned,0
4644,56,Male,High School,Business,124004,47448,24,Personal,Mortgaged,0
